Image ID, Annotation ID, Person Offset
173704, 1719485, 191.41
127451, 421690, 186.78
127451, 436884, 193.80
109092, 509347, 61.58
109092, 1743309, 35.01
514083, 432213, 65.98
495107, 445829, 14.41
495107, 1225221, 117.88
495107, 2020631, 163.00
413044, 463122, 19.06
399012, 2205586, 78.88
436795, 525693, 238.56
436795, 1731611, 155.15
436795, 2162643, 64.41
413321, 499157, 205.07
299116, 509968, 26.55
299116, 521444, 131.22
299116, 1714422, 147.49
569839, 220423, 32.43
569839, 1232850, 104.94
375521, 490477, 72.09
375521, 516509, 65.58
66412, 1221603, 66.03
66412, 2014774, 207.74
404464, 503105, 46.60
404464, 506197, 178.95
404464, 1712706, 139.97
54277, 450589, 123.95
319908, 428185, 6.10
319908, 430070, 108.69
319908, 486149, 80.18
319908, 514492, 90.64
319908, 537311, 72.51
319908, 1724327, 162.62
319908, 1741532, 61.58
319908, 1753079, 94.93
188958, 1239163, 90.74
188958, 1239818, 183.51
188958, 1266270, 47.59
188958, 1286358, 54.23
188958, 1292290, 85.12
188958, 1294533, 187.09
188958, 1301037, 311.07
188958, 2161276, 298.81
507065, 559115, 37.13
540174, 1746513, 0.00
334686, 464931, 0.54
334686, 525387, 94.11
280819, 467202, 204.37
280819, 1262344, 141.08
556462, 536708, 124.06
266041, 487371, 13.80
244339, 448167, 44.26
427135, 426619, 79.06
427135, 439935, 153.14
427135, 559030, 79.43
427135, 561515, 291.08
427135, 565431, 201.78
427135, 1189367, 264.01
427135, 1299267, 97.41
427135, 1720759, 53.13
427135, 1723324, 189.86
578210, 438149, 188.41
72833, 488062, 4.78
45864, 427160, 206.25
45864, 432782, 14.61
45864, 453966, 242.29
45864, 464729, 274.94
45864, 531491, 303.06
45864, 1230474, 131.90
45864, 1740477, 158.93
45864, 2152039, 1.39
562614, 437129, 149.90
562614, 474965, 37.75
562614, 491391, 163.46
562614, 2176920, 102.21
541010, 1272889, 125.94
541010, 1285771, 138.54
541010, 1286643, 250.43
541010, 1301773, 33.58
541010, 1304086, 144.42
541010, 1305899, 148.87
541010, 1317045, 95.70
541010, 1322607, 197.68
541010, 1328961, 56.47
541010, 1729268, 18.15
541010, 1743824, 195.32
541010, 2163153, 3.87
289444, 425015, 163.13
289444, 563108, 119.44
289444, 564284, 78.98
289444, 568524, 5.30
289444, 569427, 220.08
289444, 570737, 100.26
289444, 1239791, 206.99
289444, 1264037, 297.50
289444, 1719165, 271.13
289444, 1739788, 211.93
289444, 2206570, 31.78
570579, 184155, 23.04
570579, 192491, 202.48
570579, 1230605, 237.51
94194, 1268278, 67.87
94194, 2153010, 122.25
143541, 494050, 8.55
284350, 456296, 32.59
309120, 424488, 128.11
146193, 462987, 28.70
467477, 481886, 45.87
172327, 1716786, 73.79
153570, 421579, 73.76
550444, 454612, 43.39
550444, 489112, 198.15
550444, 507577, 195.50
550444, 2204395, 286.67
550444, 2204397, 192.26
550444, 2204401, 258.81
154971, 435893, 75.30
154971, 515254, 45.92
154971, 522172, 155.15
154971, 547000, 25.65
154971, 2154417, 110.98
282225, 466515, 92.05
146723, 445208, 150.84
146723, 467612, 307.45
146723, 1216706, 296.94
489023, 451530, 68.89
489023, 501607, 86.78
489023, 503858, 157.49
489023, 512645, 129.25
489023, 545166, 180.07
489023, 1689556, 193.94
453757, 467126, 101.12
453757, 503787, 69.16
453757, 528348, 79.81
321674, 460820, 103.96
321674, 494735, 35.15
195829, 479271, 236.06
195829, 484259, 37.46
195829, 542962, 77.57
195829, 1729021, 177.34
195829, 2207559, 210.66
195829, 2207784, 150.62
398076, 442287, 15.84
310227, 1712588, 84.83
295837, 1707333, 57.11
207826, 426463, 52.08
224757, 1212499, 64.50
224757, 1259869, 263.53
224757, 1269285, 59.05
224757, 1270878, 0.49
224757, 1300959, 138.65
224757, 1313274, 242.24
224757, 1319467, 282.58
224757, 1329628, 128.84
224757, 1331537, 203.42
224757, 1332518, 53.52
165133, 494833, 76.05
17707, 1999399, 202.91
140743, 466110, 2.08
66423, 189400, 70.94
66423, 189573, 48.14
66423, 201306, 120.29
66423, 226685, 148.52
66423, 1211198, 185.21
66423, 1709540, 16.77
476280, 433042, 3.43
476280, 553991, 73.52
182245, 422681, 6.03
1369, 442102, 7.51
430125, 1217601, 1.59
430125, 1249610, 50.18
430125, 1257436, 173.55
430125, 1279479, 107.39
430125, 1289101, 88.88
430125, 1293646, 153.93
430125, 1294637, 289.21
430125, 1300590, 76.11
430125, 1301601, 75.01
430125, 1681210, 81.70
430125, 1745490, 128.99
430125, 1756004, 249.09
430125, 2009553, 131.72
430125, 900100430125, 163.00
177941, 2157990, 58.62
53015, 421316, 39.38
53015, 480335, 38.82
504304, 1733512, 99.84
504304, 2156706, 46.91
54796, 432730, 69.08
124629, 449851, 243.38
124629, 484527, 214.15
124629, 1711023, 21.10
226278, 482848, 18.53
226278, 498594, 147.11
226278, 511933, 177.99
226278, 524154, 226.00
226278, 535363, 161.16
226278, 1231151, 229.17
226278, 2033119, 180.83
399839, 434896, 16.50
317595, 446656, 247.91
317595, 485891, 182.22
317595, 1706021, 105.20
53990, 489611, 48.47
190081, 2159964, 40.37
521400, 447762, 120.73
521400, 2153001, 63.46
193565, 436873, 39.55
193565, 498743, 223.52
193565, 1188864, 234.04
193565, 1248226, 198.11
193565, 2020538, 182.99
57387, 1239075, 15.83
57387, 1240192, 113.88
57387, 1280216, 118.97
57387, 1301980, 22.24
57387, 1306238, 11.18
57387, 1324037, 77.69
57387, 1325980, 110.03
57387, 1325993, 95.91
57387, 1327528, 61.87
57387, 1330339, 55.01
57387, 1331170, 45.00
57387, 1725717, 42.47
57387, 2000353, 160.33
57387, 900100057387, 0.50
577858, 544216, 265.12
577858, 2159495, 10.54
577858, 2204618, 72.62
409944, 186140, 88.19
481635, 553861, 9.12
481635, 1212616, 218.00
481635, 2020553, 163.23
481635, 2027225, 200.37
538859, 197456, 80.00
538859, 1720594, 223.31
490923, 467550, 0.47
336182, 438345, 2.87
391735, 435576, 178.52
65244, 442494, 0.72
80172, 2160171, 31.38
209868, 437414, 1.38
187743, 424463, 13.49
506552, 195657, 180.95
506552, 201019, 235.00
506552, 216170, 213.36
506552, 1712931, 10.28
461898, 423062, 46.60
409251, 436673, 96.75
409251, 462118, 112.77
146627, 456723, 140.25
146627, 1712174, 32.78
235597, 211438, 36.19
235597, 218780, 0.31
235597, 2162493, 37.44
235597, 2205834, 43.84
503311, 450409, 56.50
245453, 438102, 176.68
568101, 430527, 13.02
568101, 448313, 14.06
568101, 1682722, 22.75
568101, 1683123, 16.52
568101, 1684053, 80.79
568101, 1687412, 47.23
568101, 1741277, 53.88
568101, 1761862, 85.90
568101, 1762867, 201.77
568101, 1763779, 218.07
568101, 2148755, 43.41
49559, 421675, 145.34
49559, 464519, 227.93
381106, 451844, 34.22
381106, 485588, 111.12
381106, 527770, 105.25
381106, 531184, 139.25
381106, 535831, 165.67
381106, 544511, 153.66
381106, 1740906, 138.21
381106, 1744197, 80.83
381106, 1749362, 71.19
381106, 1750086, 64.45
381106, 900100381106, 112.00
471009, 452317, 206.17
471009, 1247699, 210.19
138477, 471759, 188.81
12543, 443495, 27.86
12543, 467995, 19.59
12543, 481145, 224.46
39760, 493136, 44.40
76292, 494401, 26.68
76292, 496480, 102.76
76292, 1687348, 41.44
76292, 1697338, 194.72
499940, 464292, 4.86
499940, 1738786, 206.53
16356, 496501, 67.13
16356, 2157743, 35.63
146738, 465395, 115.61
146738, 2006436, 145.81
400538, 445140, 84.56
400538, 496073, 63.73
400538, 557135, 135.84
400538, 566690, 42.06
400538, 567079, 25.38
400538, 1750409, 229.36
400538, 1753997, 128.00
400538, 2156420, 163.17
400538, 2158598, 23.17
400538, 2204419, 72.45
400538, 2204423, 81.40
137003, 422342, 41.12
137003, 468591, 126.80
403065, 1263038, 104.65
403065, 1267182, 24.56
403065, 1686936, 17.92
403065, 1692490, 6.75
403065, 1699094, 16.45
403065, 1699417, 51.86
403065, 1704415, 70.41
403065, 1736137, 107.47
403065, 1748456, 61.70
403065, 1759877, 174.57
403065, 1762404, 29.97
403065, 1763731, 201.78
403065, 2003800, 10.03
403065, 900100403065, 7.50
232309, 2158643, 76.33
199602, 2204595, 6.25
387431, 452372, 16.99
387431, 1204930, 80.40
387431, 1691412, 7.51
387431, 1697634, 1.22
387431, 1726427, 65.21
448269, 1259532, 71.60
448269, 1276366, 176.68
448269, 1282091, 265.55
448269, 1292610, 299.48
448269, 1298917, 299.75
448269, 1303848, 274.76
448269, 1307790, 246.24
448269, 1311924, 18.18
448269, 1315547, 29.85
448269, 1322186, 212.75
448269, 1679546, 135.79
448269, 2005825, 109.27
448269, 2158545, 180.27
448269, 900100448269, 0.00
237669, 1212106, 127.09
237669, 1225484, 112.76
237669, 1249982, 162.49
237669, 1251979, 143.63
237669, 1267767, 102.22
237669, 1693727, 15.35
237669, 1695859, 260.53
237669, 1696306, 219.59
237669, 1697168, 289.93
237669, 1698272, 167.38
237669, 1698782, 258.45
237669, 2013135, 79.76
237669, 2155571, 14.73
237669, 900100237669, 0.00
426523, 453100, 10.06
426523, 1746388, 181.36
426523, 1758196, 254.51
466211, 443281, 94.64
466211, 466891, 209.85
466211, 1222467, 95.82
191096, 471666, 82.00
191096, 486651, 142.75
191096, 544773, 259.76
191096, 1728985, 276.68
78707, 1208193, 0.97
78707, 1228867, 272.50
78707, 1229810, 218.30
78707, 1273009, 230.50
78707, 1273446, 51.57
78707, 1278472, 255.61
336493, 447230, 116.50
336493, 490120, 114.33
336493, 494614, 84.22
336493, 2159112, 73.27
48636, 468939, 79.66
132615, 464594, 83.98
132615, 1746445, 278.21
430359, 524682, 115.44
113914, 441886, 43.29
74369, 434370, 69.11
418949, 487090, 76.00
418949, 528312, 58.21
418949, 546829, 152.49
418949, 549307, 203.83
418949, 551689, 0.69
418949, 1251921, 37.56
418949, 1714994, 195.21
569768, 458790, 4.60
569768, 475480, 21.39
505099, 1245974, 189.41
505099, 1278433, 262.38
505099, 1279269, 234.72
505099, 1288756, 160.76
505099, 1289792, 47.04
505099, 1303127, 114.90
505099, 1307110, 281.81
505099, 1307268, 64.04
505099, 1677964, 15.37
505099, 1744411, 190.56
505099, 1750359, 15.03
505099, 2001530, 30.01
505099, 2166599, 76.63
505099, 900100505099, 15.00
384012, 1206702, 121.41
384012, 1265184, 46.93
384012, 1295386, 102.91
384012, 1302338, 57.76
384012, 1310823, 116.21
384012, 1322704, 174.21
384012, 1327776, 256.72
384012, 1331081, 141.61
384012, 1331182, 70.16
384012, 1331399, 7.43
384012, 1739037, 25.88
384012, 2023903, 93.23
384012, 2155879, 136.63
384012, 900100384012, 0.00
93725, 493810, 23.74
579056, 485376, 88.88
276580, 1231782, 14.76
276580, 1272671, 204.40
276580, 1284987, 226.08
276580, 1288825, 61.40
276580, 1291832, 125.50
276580, 1325567, 303.43
276580, 1326091, 266.27
276580, 1328250, 260.49
276580, 1328850, 67.23
276580, 1329800, 49.06
276580, 1332748, 143.40
276580, 2016354, 181.57
276580, 2153912, 257.78
276580, 900100276580, 0.50
377715, 1221556, 49.67
377715, 1259602, 118.58
377715, 1260861, 37.12
377715, 1275001, 24.72
377715, 1302211, 77.41
377715, 1723698, 27.50
377715, 1737548, 126.94
351683, 1239571, 62.88
351683, 1247076, 143.06
351683, 1266422, 176.21
351683, 1282198, 248.19
351683, 1285314, 281.06
351683, 1291202, 227.88
351683, 1293858, 69.05
351683, 1296803, 302.54
5064, 1267838, 221.17
5064, 1275427, 207.25
5064, 1283098, 74.85
5064, 1291247, 99.31
5064, 1301181, 1.19
5064, 1307049, 251.87
5064, 1307890, 103.95
5064, 1311421, 179.53
5064, 1314483, 269.93
5064, 1318962, 215.03
5064, 2166944, 41.18
5064, 2166954, 69.89
46859, 421789, 71.76
46859, 491935, 193.29
46859, 568394, 196.73
46859, 568471, 106.97
46859, 570238, 212.56
24223, 2165735, 55.77
365426, 1234991, 264.42
365426, 1242136, 24.77
365426, 1251853, 45.62
365426, 1257198, 9.68
365426, 1288609, 32.85
365426, 1306556, 140.98
365426, 1310549, 272.30
365426, 1313429, 111.08
365426, 1325216, 76.31
365426, 1676211, 123.03
365426, 1707614, 56.70
564745, 471676, 55.88
69392, 474094, 193.94
69392, 495577, 87.41
69392, 501159, 81.42
69392, 526186, 207.80
69392, 1747425, 93.60
69392, 1748709, 236.07
240727, 536061, 114.84
240727, 1738714, 152.08
20965, 438987, 21.12
360926, 423242, 22.58
303298, 426940, 54.38
158015, 468018, 12.85
280607, 1718057, 61.10
477010, 430258, 38.19
477010, 481607, 223.38
477010, 492418, 108.44
477010, 517713, 117.88
477010, 549267, 212.97
477010, 1235173, 159.84
477010, 1252995, 160.06
477010, 1274432, 108.60
477010, 1731008, 201.98
477010, 1739862, 179.22
477010, 2007035, 215.00
477010, 2028556, 201.84
477010, 2162279, 57.04
477010, 900100477010, 70.00
560323, 442231, 11.25
560323, 533705, 85.86
560323, 545443, 126.98
560323, 1250226, 124.05
560323, 1276953, 44.53
560323, 1279543, 198.44
560323, 1731942, 106.73
560323, 1733681, 146.36
560323, 2150885, 167.45
308441, 1241445, 2.67
308441, 1286996, 13.84
308441, 1290873, 29.15
308441, 1315762, 83.13
308441, 1684884, 67.31
308441, 1688274, 103.23
308441, 1689289, 118.62
308441, 1689868, 87.12
308441, 1696935, 104.92
308441, 1699424, 49.92
308441, 1700999, 102.32
308441, 1701597, 138.51
308441, 2003921, 159.00
308441, 900100308441, 93.00
480726, 424683, 19.92
480726, 465948, 125.06
480726, 516767, 39.05
480726, 537527, 178.61
480726, 538619, 81.18
480726, 1215690, 9.02
480726, 1217926, 24.54
480726, 1224991, 21.75
480726, 1249228, 93.42
480726, 1285794, 222.76
480726, 1730202, 159.47
480726, 2009583, 116.51
527023, 1248281, 9.26
527023, 1249598, 30.75
527023, 1253363, 12.17
527023, 1263835, 224.50
527023, 1302427, 295.07
527023, 1310800, 144.17
527023, 1315439, 216.95
527023, 1318257, 7.14
527023, 1320438, 255.99
527023, 1321167, 114.67
527023, 1326746, 102.62
527023, 1721757, 131.49
527023, 2018640, 83.36
527023, 900100527023, 0.00
493174, 1284670, 272.49
493174, 1284771, 223.53
493174, 1297817, 241.02
493174, 1298492, 50.87
493174, 1302714, 0.37
493174, 1304611, 189.81
493174, 1314640, 76.90
493174, 1330143, 111.49
493174, 1332199, 159.25
493174, 1332391, 52.23
493174, 1332795, 26.22
493174, 1332859, 268.97
493174, 2008701, 185.52
493174, 900100493174, 0.00
284220, 488897, 71.80
272262, 430319, 76.11
196053, 486218, 39.12
461063, 510204, 60.44
335578, 1209940, 62.40
377385, 435992, 214.15
500062, 454216, 158.26
212704, 191650, 59.22
212704, 202401, 189.47
212704, 214126, 100.83
212704, 227223, 3.16
212704, 232984, 146.50
212704, 234410, 292.99
212704, 1700865, 98.26
354540, 1709896, 191.16
43635, 1243800, 182.50
43635, 1247171, 134.49
43635, 1252852, 133.84
43635, 1284586, 63.18
43635, 1290848, 85.00
43635, 1296386, 211.25
43635, 1304433, 57.56
43635, 1310579, 32.66
43635, 1315092, 74.76
43635, 1323091, 50.54
43635, 1676558, 33.41
43635, 1689441, 170.94
43635, 2003046, 158.83
43635, 900100043635, 70.00
153563, 493356, 78.22
153563, 1731288, 209.17
153563, 1746267, 126.56
153563, 2157656, 157.20
335532, 503911, 1.26
365289, 483926, 57.87
365289, 1708374, 222.85
10766, 469024, 0.00
10766, 1734026, 120.00
189845, 503919, 71.01
101622, 2161267, 32.31
320039, 423809, 12.96
421010, 449825, 232.56
421010, 517106, 21.44
421010, 541605, 231.06
421010, 1707770, 52.79
376959, 448611, 10.74
137658, 465588, 26.91
87199, 447814, 3.31
87199, 508032, 113.92
87199, 531507, 170.34
87199, 549821, 204.59
87199, 1750049, 75.53
87199, 1753088, 107.84
410337, 429763, 59.33
410337, 451709, 158.81
57545, 438942, 56.46
162952, 507461, 211.77
162952, 1713943, 1.92
191270, 426816, 228.41
191270, 1741414, 0.51
191270, 2151089, 31.33
53542, 1227411, 128.54
53542, 1249991, 53.39
53542, 1285379, 67.67
53542, 1291768, 88.71
53542, 1296816, 226.18
53542, 1300580, 150.52
53542, 1301149, 143.38
53542, 1307243, 265.78
53542, 1313278, 38.12
53542, 1321080, 119.81
53542, 1746092, 137.76
53542, 2023307, 188.87
53542, 2158181, 112.42
53542, 900100053542, 198.00
527025, 445678, 68.72
527025, 1232540, 122.70
527025, 1242528, 27.32
527025, 1258906, 8.00
527025, 1282741, 19.42
527025, 1299001, 2.98
527025, 1304465, 16.56
527025, 1305867, 79.91
527025, 1314348, 110.47
527025, 1317665, 98.38
527025, 1324671, 12.87
527025, 2004618, 90.47
527248, 444705, 36.84
527248, 531392, 12.85
527248, 535471, 123.05
527248, 550247, 311.64
527248, 550523, 100.83
527248, 552390, 71.83
527248, 1244545, 59.90
527248, 1245503, 231.33
527248, 1251145, 161.43
527248, 1264390, 175.22
527248, 2030323, 184.61
527248, 2151379, 294.79
527248, 2205351, 116.52
527248, 900100527248, 0.50
39743, 448953, 157.97
39743, 470035, 141.89
353136, 187535, 66.06
129159, 183307, 219.16
129159, 225930, 217.03
129159, 1709939, 209.15
457691, 1743800, 131.63
457691, 2005882, 125.89
14941, 453539, 114.18
239448, 1236972, 30.70
239448, 1243655, 149.30
254277, 209366, 106.03
254277, 1744202, 212.69
266443, 485545, 85.77
389335, 2153958, 17.30
157184, 2152069, 23.77
175611, 431644, 119.84
334007, 1745648, 68.60
150358, 505709, 0.00
168909, 198773, 100.87
168909, 207395, 112.53
510657, 473627, 210.62
510657, 539068, 10.06
510657, 541783, 68.94
510657, 1708288, 128.38
510657, 1712433, 62.17
510657, 1725790, 99.51
510657, 2207273, 140.82
298443, 509676, 26.44
298443, 567804, 133.91
298443, 569987, 97.75
298443, 1725530, 147.32
298443, 1736172, 219.73
298443, 1745892, 102.19
298443, 2152313, 43.46
195645, 484730, 132.55
195645, 493165, 119.74
195645, 518539, 206.20
195645, 542431, 195.66
195645, 543445, 30.72
195645, 1210560, 166.30
195645, 1215756, 26.75
195645, 1239696, 116.42
484145, 432438, 2.71
12547, 1233946, 267.12
12547, 1291069, 169.65
12547, 1294704, 175.62
12547, 1298669, 126.81
12547, 1300146, 57.09
12547, 1307852, 210.50
12547, 1320889, 311.20
12547, 1716149, 89.37
527102, 500986, 103.62
527102, 1719460, 74.32
310553, 190281, 31.24
310553, 2165691, 113.32
479008, 192306, 67.04
479008, 202805, 82.06
479008, 236528, 53.44
479008, 237624, 47.66
479008, 255745, 63.72
479008, 261007, 4.01
479008, 1231753, 17.73
479008, 1733255, 34.30
479008, 1735848, 33.74
479008, 2205076, 13.59
509192, 467052, 0.70
208517, 448308, 87.33
208517, 465463, 13.97
208517, 522250, 39.35
208517, 558536, 161.92
208517, 563318, 74.13
208517, 566835, 73.57
208517, 1744704, 32.89
208517, 1754006, 186.47
208517, 2157856, 180.81
530207, 1221313, 35.18
530207, 1278336, 2.38
530207, 1281597, 137.61
530207, 1288211, 72.46
530207, 1294517, 150.24
530207, 1300620, 102.06
530207, 1309645, 181.65
530207, 1320526, 18.30
530207, 1321087, 130.51
530207, 1321386, 104.93
530207, 1325301, 161.46
530207, 1329287, 193.93
530207, 1999999, 175.89
530207, 900100530207, 0.50
764, 1222608, 140.55
764, 1230110, 94.52
764, 1244307, 46.97
764, 1280193, 133.47
764, 1287550, 191.36
764, 1309557, 217.69
764, 1313794, 182.09
764, 1754879, 3.63
764, 2010195, 31.50
764, 2021522, 164.66
764, 2023616, 143.58
764, 2033292, 180.87
764, 2033600, 7.12
764, 900100000764, 32.00
210012, 195241, 84.11
90732, 446989, 16.39
55375, 197492, 40.60
55375, 212994, 150.26
31442, 453950, 0.98
90255, 427373, 56.02
539124, 193453, 59.16
539124, 200039, 108.55
539124, 205272, 9.91
539124, 219881, 210.21
40986, 508495, 278.75
142697, 436347, 41.40
348140, 1202670, 67.54
348140, 1208901, 56.67
348140, 1244594, 25.25
348140, 1274019, 164.19
348140, 1274050, 141.96
348140, 1697489, 35.42
348140, 1698352, 45.40
348140, 1709063, 114.22
348140, 1740378, 195.96
348140, 1750872, 203.78
348140, 1757872, 220.69
348140, 1761721, 187.63
348140, 2017013, 83.70
461256, 1740219, 43.73
306404, 468301, 19.40
18783, 221996, 61.63
12896, 194961, 122.15
465692, 1213533, 199.44
465692, 1738830, 51.61
58079, 445997, 178.05
142129, 1681681, 61.60
71384, 208327, 0.25
71384, 213217, 10.19
71384, 231526, 26.31
71384, 231826, 18.00
71384, 233643, 94.54
71384, 1255995, 14.22
71384, 1716381, 9.86
71384, 2008258, 22.13
71384, 2025486, 239.03
235788, 533644, 263.87
235788, 538791, 314.04
235788, 1681399, 295.57
235839, 460264, 40.06
279024, 423503, 186.33
327436, 484073, 3.59
270918, 1742375, 161.87
154854, 424404, 204.01
186074, 437496, 148.91
540869, 233082, 77.31
245383, 1217267, 49.47
245383, 1239535, 170.04
245383, 1260713, 190.99
245383, 1287433, 136.63
245383, 1290189, 30.91
245383, 1291675, 55.50
245383, 1302274, 12.96
245383, 1318400, 95.62
245383, 1322534, 1.52
245383, 1326609, 13.09
245383, 1326753, 43.08
245383, 1713466, 28.68
245383, 2006973, 115.31
245383, 900100245383, 1.50
540806, 213578, 102.16
540806, 213799, 122.52
69577, 510049, 9.72
69577, 1735010, 268.37
69577, 2153522, 107.56
319345, 224375, 123.72
319345, 253555, 51.35
319345, 257789, 34.32
319345, 1206947, 148.16
319345, 1217178, 140.93
319345, 1226962, 110.59
319345, 1729815, 175.26
319345, 2013740, 171.23
102497, 215537, 15.31
378657, 447103, 79.09
378657, 508693, 34.99
378657, 1224797, 147.13
378657, 2149838, 153.91
378657, 2150342, 143.90
378657, 2150585, 124.76
378657, 2150591, 101.38
378657, 2150603, 31.59
378657, 2150624, 170.84
378657, 2150628, 192.77
378657, 2150631, 216.94
378657, 2150635, 205.09
378657, 2163601, 98.52
378657, 900100378657, 10.50
559442, 432304, 51.38
559442, 515597, 297.14
559442, 522709, 66.21
559442, 1716946, 284.38
48044, 198026, 76.47
460266, 1226605, 62.25
12370, 199325, 5.80
334941, 466241, 31.96
320249, 1288495, 88.19
320249, 1289756, 284.75
320249, 1292156, 259.51
320249, 1294026, 43.83
320249, 1299625, 240.09
320249, 1302698, 305.10
320249, 1307219, 159.27
320249, 1312512, 299.17
320249, 1314108, 235.23
320249, 1315434, 6.65
320249, 1331914, 162.18
320249, 1332482, 203.62
320249, 2006564, 92.42
320249, 900100320249, 241.00
436174, 468761, 271.22
436174, 503138, 153.16
436174, 506262, 171.67
436174, 524739, 193.74
436174, 1221554, 239.47
442549, 1206609, 75.50
442549, 1239618, 86.39
442549, 1269385, 196.15
442549, 1288241, 282.65
442549, 1298054, 4.63
442549, 1298602, 131.92
442549, 1309969, 96.34
442549, 1321616, 28.27
442549, 1691896, 112.39
442549, 1696466, 244.34
442549, 1705451, 249.62
442549, 1706763, 184.44
442549, 2015170, 261.83
442549, 900100442549, 60.50
24343, 253405, 76.47
24343, 2156419, 27.29
425404, 2166766, 144.14
52132, 2012058, 0.68
52132, 2031124, 144.94
52132, 2032428, 7.58
10643, 1727978, 64.81
253262, 206970, 206.20
253262, 212707, 122.66
253262, 253379, 129.77
376177, 1242061, 16.93
376177, 1678084, 71.92
376177, 1680708, 117.93
376177, 1691006, 261.10
376177, 1697011, 238.07
376177, 1697690, 87.58
376177, 1699414, 200.40
376177, 1702082, 32.46
376177, 1702778, 4.21
376177, 1703180, 133.13
376177, 1704290, 61.80
376177, 2009542, 67.28
376177, 2165237, 185.55
376177, 900100376177, 0.50
539808, 2001880, 248.81
517128, 188251, 204.38
517128, 225340, 226.36
517128, 227137, 190.38
517128, 234170, 225.57
517128, 234475, 205.73
517128, 235179, 216.38
517128, 238232, 268.56
517128, 239196, 272.83
517128, 239950, 263.78
517128, 1680438, 305.00
517128, 1685462, 172.24
517128, 1726023, 182.21
517128, 2008008, 284.71
517128, 900100517128, 267.50
101088, 207049, 53.38
101088, 214350, 107.21
101088, 231017, 146.94
101088, 262980, 95.55
101088, 263142, 26.78
101088, 1714041, 40.38
475798, 1272496, 270.26
475798, 1274917, 241.73
475798, 1281321, 249.93
455229, 1268589, 22.06
183181, 222023, 48.98
183181, 235262, 101.10
158801, 261036, 174.02
158801, 1756227, 184.00
158801, 1757328, 240.27
158801, 1758775, 146.41
158801, 1759135, 122.78
526711, 2018705, 215.29
526711, 2024417, 148.38
430867, 188986, 139.01
371973, 253872, 12.04
371973, 1713772, 67.51
145383, 188619, 124.87
145383, 254115, 163.34
145383, 259849, 0.16
145383, 260408, 158.50
145383, 1730834, 138.57
493219, 467219, 105.53
493219, 2198463, 105.82
17267, 198207, 32.18
17267, 198427, 202.73
17267, 201599, 194.19
78696, 1732188, 79.73
97249, 486950, 246.98
314193, 429579, 0.72
499268, 421564, 72.51
132982, 215516, 3.03
132982, 222821, 29.43
132982, 1233620, 207.46
132982, 1241318, 185.83
274083, 251296, 132.22
274083, 253121, 8.48
274083, 257250, 82.62
274083, 259356, 170.79
274083, 261193, 211.69
274083, 262960, 123.33
274083, 263109, 66.86
274083, 1722656, 247.20
274083, 1745661, 36.69
274083, 1752629, 93.44
274083, 2027788, 274.50
274083, 2033226, 28.49
274083, 2033442, 137.94
347453, 1246764, 214.13
220690, 1249411, 33.26
220690, 1264045, 107.24
220690, 1283111, 119.28
220690, 1311960, 241.59
220690, 1315066, 175.00
220690, 1323752, 156.25
220690, 1329115, 174.24
220690, 1329695, 226.18
220690, 1330683, 143.41
220690, 1331480, 223.31
220690, 1731696, 208.81
220690, 1749783, 133.00
220690, 2011091, 127.50
220690, 900100220690, 10.50
220307, 251696, 277.02
220307, 253289, 263.95
220307, 257425, 272.49
220307, 258970, 287.57
220307, 266146, 306.38
220307, 1685670, 300.22
220307, 2161348, 296.94
220307, 2164255, 256.02
220307, 2166428, 87.93
286544, 1237530, 203.45
286544, 1253621, 156.31
286544, 1261978, 141.26
286544, 1262353, 69.16
286544, 1679479, 103.79
286544, 1696826, 82.94
286544, 1708760, 198.49
286544, 1719628, 218.51
286544, 1742136, 138.24
286544, 1745412, 233.10
95371, 209958, 104.07
95371, 1235350, 12.19
95371, 1248477, 84.05
95371, 1281747, 143.54
95371, 1296075, 111.70
95371, 1687631, 163.47
95371, 1695405, 72.95
95371, 2153675, 69.32
95371, 2205317, 257.55
204206, 427908, 11.09
204206, 474584, 27.41
204206, 490139, 56.66
160089, 1206894, 29.13
160089, 1727166, 101.44
189773, 1707067, 300.75
189773, 1751406, 298.41
485887, 255588, 287.10
485887, 263839, 304.00
485887, 1203946, 111.04
485887, 1676714, 176.95
485887, 2165062, 265.01
539498, 1226723, 51.33
539498, 1300506, 157.73
539498, 1309049, 138.09
539498, 1312132, 155.04
539498, 1315076, 125.64
539498, 1323632, 80.53
539498, 1327515, 52.09
539498, 1328401, 123.15
539498, 1328497, 107.23
539498, 1329644, 179.28
539498, 1719789, 77.60
539498, 1745240, 6.60
539498, 2005256, 68.28
539498, 900100539498, 0.50
357493, 189430, 128.44
357493, 197571, 59.18
357493, 218815, 50.48
357493, 221728, 92.38
357493, 234154, 77.35
357493, 235601, 42.03
357493, 1211040, 108.78
357493, 1231661, 98.33
357493, 1235053, 20.41
357493, 1742085, 9.37
357493, 1750352, 28.75
138040, 184719, 52.30
138040, 203884, 134.62
138040, 206261, 71.78
138040, 215085, 205.18
382848, 190798, 22.39
450724, 188432, 2.40
84460, 488595, 34.65
427113, 435779, 105.94
427113, 464197, 1.27
427113, 1235673, 130.81
142941, 1264474, 55.91
198416, 206083, 51.36
208003, 453385, 138.62
43133, 189511, 41.28
43133, 201413, 133.22
440529, 1710097, 162.15
440529, 2152704, 249.78
188546, 1712917, 52.74
