Image ID,Nombre de personnes détectées,Différence calculée (num-people-dif)
236535,0,1
541274,0,1
427091,2,0.6666666666666667
231952,0,1
118401,0,1
106901,0,1
561780,3,0.75
397786,2,0.6666666666666667
192529,0,1
302787,0,1
263881,0,1
351620,0,1
482626,0,1
168234,0,1
183004,0,1
58701,0,1
382699,0,1
445371,0,1
42387,0,1
147195,0,1
420852,0,1
520232,0,1
393578,0,1
503238,1,0.5
483165,3,0.75
93620,10,0.9090909090909091
302572,0,1
360449,0,1
538828,0,1
260974,0,1
291330,0,1
575355,0,1
426165,2,0.6666666666666667
38709,10,0.9090909090909091
37382,0,1
288983,0,1
91136,0,1
568110,0,1
166056,0,1
10580,0,1
316715,1,0.5
297537,0,1
506489,1,0.5
364919,0,1
356379,0,1
406729,1,0.5
144167,0,1
282176,0,1
185590,0,1
426948,0,1
427956,0,1
210988,0,1
425555,1,0.5
463932,1,0.5
406070,1,0.5
97479,1,0.5
395865,0,1
264940,0,1
195648,0,1
361948,2,0.6666666666666667
75187,1,0.5
222053,0,1
486905,0,1
309696,0,1
22113,0,1
512545,0,1
511654,1,0.5
327500,0,1
412349,1,0.5
524575,0,1
467863,1,0.5
218751,0,1
398097,0,1
455435,1,0.5
178796,0,1
238525,0,1
419309,0,1
76107,0,1
231828,0,1
190664,0,1
50485,0,1
158563,1,0.5
225738,0,1
51984,0,1
469609,0,1
241559,1,0.5
259858,0,1
535563,0,1
138656,1,0.5
523360,0,1
247714,1,0.5
315668,1,0.5
532159,0,1
57345,0,1
325055,13,0.9285714285714286
371256,0,1
82836,0,1
335864,0,1
101623,0,1
443583,0,1
192970,0,1
504024,0,1
351903,0,1
461522,0,1
578350,5,0.8333333333333334
69860,0,1
520,0,1
535106,1,0.5
572546,0,1
243401,0,1
166524,0,1
308459,0,1
217229,0,1
312081,3,0.75
372249,0,1
341567,0,1
222330,0,1
461802,1,0.5
571834,5,0.8333333333333334
122582,4,0.8
109924,0,1
299409,0,1
253520,0,1
441156,3,0.75
566941,3,0.75
509468,0,1
408903,1,0.5
448278,0,1
113185,0,1
52322,0,1
367747,0,1
25990,1,0.5
508787,1,0.5
457538,1,0.5
73093,4,0.8
180515,0,1
334513,0,1
406489,0,1
302302,0,1
316806,0,1
441863,0,1
97599,0,1
2521,0,1
320078,0,1
187495,0,1
197420,0,1
500335,0,1
367511,0,1
384970,0,1
466449,0,1
572178,4,0.8
66263,0,1
328836,3,0.75
450464,0,1
568425,0,1
350686,0,1
346107,0,1
278934,2,0.6666666666666667
114327,0,1
14880,0,1
249936,2,0.6666666666666667
185789,0,1
214295,0,1
272430,0,1
406377,0,1
503232,0,1
548164,1,0.5
161231,4,0.8
545040,1,0.5
473110,0,1
13414,0,1
107800,7,0.875
92244,0,1
503183,0,1
321195,0,1
114348,0,1
92212,0,1
379144,1,0.5
319053,0,1
446324,0,1
462840,0,1
18098,0,1
149767,0,1
228411,0,1
150089,0,1
227164,0,1
41265,0,1
364429,0,1
477826,0,1
519094,0,1
315073,0,1
183967,0,1
124002,1,0.5
93948,0,1
253506,0,1
524245,0,1
309237,0,1
154095,0,1
137507,0,1
191919,0,1
122213,0,1
326702,3,0.75
528136,4,0.8
522430,0,1
433423,0,1
322143,0,1
115680,0,1
103873,2,0.6666666666666667
94306,0,1
92658,2,0.6666666666666667
131390,0,1
197352,4,0.8
55694,0,1
366782,1,0.5
197458,0,1
217923,0,1
354799,0,1
185915,0,1
448627,0,1
566771,1,0.5
141509,1,0.5
283055,1,0.5
414216,1,0.5
757,0,1
346377,0,1
119134,2,0.6666666666666667
563870,1,0.5
531350,1,0.5
558845,1,0.5
492444,3,0.75
482667,0,1
187241,3,0.75
284286,8,0.8888888888888888
199017,0,1
380993,6,0.8571428571428572
526762,0,1
475856,1,0.5
148286,0,1
67563,0,1
580951,0,1
270593,0,1
115749,0,1
434786,1,0.5
61564,0,1
89487,7,0.875
383513,0,1
482605,1,0.5
477069,4,0.8
499621,0,1
96354,0,1
210804,0,1
42694,2,0.6666666666666667
222322,3,0.75
25804,6,0.8571428571428572
262460,0,1
227986,1,0.5
102778,1,0.5
200605,1,0.5
64183,5,0.8333333333333334
125700,0,1
336341,1,0.5
402234,0,1
186240,2,0.6666666666666667
102928,1,0.5
238449,1,0.5
118802,1,0.5
334648,1,0.5
417074,9,0.9
233023,2,0.6666666666666667
40989,1,0.5
511251,1,0.5
395364,4,0.8
303264,7,0.875
311327,5,0.8333333333333334
432106,7,0.875
21779,1,0.5
152255,0,1
277291,6,0.8571428571428572
177842,1,0.5
154173,0,1
136117,0,1
485219,0,1
343198,0,1
527728,0,1
521689,3,0.75
384188,0,1
265151,1,0.5
240784,0,1
518163,4,0.8
8787,9,0.9
410056,1,0.5
324500,2,0.6666666666666667
437494,1,0.5
201764,0,1
436603,0,1
528575,1,0.5
197616,0,1
565341,0,1
282741,0,1
487607,2,0.6666666666666667
536292,0,1
361693,0,1
521236,0,1
150812,0,1
303556,2,0.6666666666666667
125412,0,1
441083,0,1
300972,2,0.6666666666666667
546685,2,0.6666666666666667
440970,1,0.5
524047,1,0.5
374368,1,0.5
132814,0,1
431952,6,0.8571428571428572
493522,0,1
365139,0,1
389273,1,0.5
377802,1,0.5
539551,0,1
566656,2,0.6666666666666667
487534,0,1
6450,0,1
432752,0,1
572050,0,1
288576,1,0.5
102367,0,1
14681,0,1
526560,0,1
405191,1,0.5
400062,1,0.5
234518,1,0.5
359751,0,1
53916,0,1
429996,0,1
15301,0,1
543045,5,0.8333333333333334
438989,1,0.5
92771,0,1
141219,0,1
140295,0,1
264962,0,1
274613,0,1
448319,0,1
56068,0,1
92847,5,0.8333333333333334
540762,1,0.5
93639,0,1
517249,1,0.5
573088,1,0.5
174838,1,0.5
481281,0,1
228071,2,0.6666666666666667
146541,0,1
338774,0,1
557220,0,1
324476,0,1
141453,1,0.5
457271,2,0.6666666666666667
299533,0,1
107227,1,0.5
75611,0,1
35049,5,0.8333333333333334
348263,2,0.6666666666666667
467457,0,1
257537,1,0.5
392850,0,1
16161,0,1
506187,0,1
443065,1,0.5
127510,2,0.6666666666666667
299481,1,0.5
154071,11,0.9166666666666666
400290,2,0.6666666666666667
103603,3,0.75
554302,10,0.9090909090909091
567304,3,0.75
266491,2,0.6666666666666667
422640,2,0.6666666666666667
448117,2,0.6666666666666667
120347,3,0.75
82259,1,0.5
422017,1,0.5
261096,1,0.5
116377,2,0.6666666666666667
16491,5,0.8333333333333334
466736,0,1
358247,3,0.75
999,2,0.6666666666666667
169143,3,0.75
144273,3,0.75
473124,0,1
144938,3,0.75
19167,0,1
60126,0,1
134460,1,0.5
121897,3,0.75
192656,1,0.5
11042,0,1
281924,0,1
163127,1,0.5
213827,0,1
358903,1,0.5
136596,0,1
557059,0,1
388066,0,1
138382,0,1
567390,0,1
273190,4,0.8
133042,6,0.8571428571428572
102532,4,0.8
444626,0,1
97646,1,0.5
41574,1,0.5
285751,1,0.5
558640,0,1
54092,0,1
354019,0,1
168248,1,0.5
390086,0,1
358664,2,0.6666666666666667
94405,2,0.6666666666666667
128830,2,0.6666666666666667
25069,1,0.5
409042,0,1
186730,1,0.5
167003,1,0.5
194140,0,1
425790,6,0.8571428571428572
104906,0,1
229132,0,1
256899,0,1
485201,1,0.5
114158,1,0.5
184425,2,0.6666666666666667
94379,2,0.6666666666666667
477273,0,1
294712,1,0.5
141849,0,1
294585,1,0.5
506736,0,1
145728,0,1
366502,1,0.5
385896,1,0.5
246398,1,0.5
255573,1,0.5
240323,0,1
107108,0,1
137227,0,1
146253,4,0.8
408208,4,0.8
426182,1,0.5
5032,2,0.6666666666666667
142346,3,0.75
200296,2,0.6666666666666667
550400,0,1
159372,1,0.5
356236,0,1
54763,1,0.5
193328,1,0.5
346140,2,0.6666666666666667
158887,2,0.6666666666666667
440871,0,1
118344,0,1
391972,0,1
387655,1,0.5
420610,1,0.5
387776,1,0.5
122281,3,0.75
579294,2,0.6666666666666667
137844,1,0.5
284421,1,0.5
260440,3,0.75
438505,0,1
423588,1,0.5
544876,2,0.6666666666666667
20465,0,1
252383,3,0.75
446473,1,0.5
332582,1,0.5
432213,0,1
175102,5,0.8333333333333334
514984,1,0.5
285597,0,1
278822,8,0.8888888888888888
347228,1,0.5
46919,1,0.5
235486,3,0.75
129186,0,1
292990,2,0.6666666666666667
199671,0,1
170015,3,0.75
65383,3,0.75
420522,1,0.5
25807,1,0.5
223031,0,1
240783,0,1
355453,1,0.5
272958,1,0.5
482225,2,0.6666666666666667
149022,0,1
399516,0,1
487548,0,1
193041,0,1
219629,1,0.5
232054,1,0.5
225730,0,1
481239,4,0.8
334021,1,0.5
111347,1,0.5
227042,10,0.9090909090909091
521943,1,0.5
42526,0,1
352671,0,1
389004,0,1
487897,3,0.75
527313,2,0.6666666666666667
258019,1,0.5
155897,4,0.8
353909,0,1
140388,1,0.5
347144,4,0.8
538925,0,1
302380,8,0.8888888888888888
189248,1,0.5
87364,2,0.6666666666666667
512112,1,0.5
227326,6,0.8571428571428572
508822,1,0.5
387210,1,0.5
423113,1,0.5
180154,4,0.8
470972,4,0.8
578654,0,1
518701,0,1
295491,6,0.8571428571428572
228418,1,0.5
298331,1,0.5
222283,2,0.6666666666666667
337366,5,0.8333333333333334
255479,2,0.6666666666666667
469896,1,0.5
45404,0,1
113037,2,0.6666666666666667
29524,2,0.6666666666666667
326550,1,0.5
334625,1,0.5
578570,1,0.5
376160,5,0.8333333333333334
567329,1,0.5
53642,2,0.6666666666666667
180479,0,1
461130,4,0.8
198717,2,0.6666666666666667
343424,0,1
5038,1,0.5
418604,1,0.5
28850,0,1
215906,9,0.9
440189,2,0.6666666666666667
47498,1,0.5
264853,1,0.5
489728,1,0.5
167989,1,0.5
277289,0,1
215622,1,0.5
232598,1,0.5
12943,0,1
270738,2,0.6666666666666667
175096,7,0.875
268293,1,0.5
161772,0,1
544120,10,0.9090909090909091
36773,3,0.75
540681,2,0.6666666666666667
308856,1,0.5
154846,1,0.5
416267,1,0.5
510182,1,0.5
301106,3,0.75
519755,2,0.6666666666666667
50407,1,0.5
301082,1,0.5
299640,0,1
445009,0,1
301963,0,1
109532,0,1
126958,0,1
444304,1,0.5
336431,1,0.5
108758,1,0.5
179251,4,0.8
545796,1,0.5
237350,1,0.5
33798,0,1
196815,5,0.8333333333333334
418692,2,0.6666666666666667
549797,1,0.5
135797,1,0.5
33270,0,1
399791,0,1
349321,0,1
556516,1,0.5
349918,0,1
400916,0,1
445008,10,0.9090909090909091
70935,2,0.6666666666666667
426453,1,0.5
195275,1,0.5
147667,3,0.75
450596,0,1
577077,1,0.5
102577,1,0.5
143926,1,0.5
512451,1,0.5
343954,0,1
371879,6,0.8571428571428572
167347,1,0.5
50627,3,0.75
575834,0,1
389036,1,0.5
383748,0,1
132136,0,1
277089,0,1
92478,1,0.5
85004,0,1
197279,0,1
80698,8,0.8888888888888888
117676,4,0.8
312033,4,0.8
436264,2,0.6666666666666667
263412,0,1
537069,1,0.5
133559,3,0.75
391603,1,0.5
269311,3,0.75
214257,9,0.9
372494,12,0.9230769230769231
156341,12,0.9230769230769231
345376,13,0.9285714285714286
397008,2,0.6666666666666667
448958,1,0.5
332407,3,0.75
321542,0,1
73749,12,0.9230769230769231
291680,12,0.9230769230769231
26024,13,0.9285714285714286
292944,3,0.75
458632,12,0.9230769230769231
374829,11,0.9166666666666666
202825,1,0.5
360274,4,0.8
232185,2,0.6666666666666667
425676,2,0.6666666666666667
195896,3,0.75
167725,13,0.9285714285714286
47686,2,0.6666666666666667
370637,8,0.8888888888888888
290618,2,0.6666666666666667
530337,5,0.8333333333333334
23584,1,0.5
402674,1,0.5
19763,1,0.5
376209,7,0.875
157617,3,0.75
112066,1,0.5
150361,2,0.6666666666666667
107389,1,0.5
519275,1,0.5
448175,1,0.5
520525,5,0.8333333333333334
123545,2,0.6666666666666667
261793,1,0.5
349203,4,0.8
461860,1,0.5
207239,1,0.5
228297,2,0.6666666666666667
185988,1,0.5
405223,1,0.5
25508,1,0.5
252020,1,0.5
465223,12,0.9230769230769231
422040,9,0.9
292971,3,0.75
470604,1,0.5
345961,1,0.5
54335,2,0.6666666666666667
484075,0,1
577091,0,1
531784,1,0.5
228013,2,0.6666666666666667
54723,1,0.5
459164,0,1
410724,3,0.75
296151,0,1
131516,0,1
33066,1,0.5
92683,0,1
126141,0,1
520636,0,1
530600,0,1
355971,0,1
429582,1,0.5
215396,1,0.5
168898,0,1
101473,0,1
355974,1,0.5
533517,1,0.5
306127,3,0.75
326230,1,0.5
31606,0,1
271897,0,1
344942,0,1
211177,0,1
220981,0,1
539259,1,0.5
431023,3,0.75
7873,5,0.8333333333333334
531797,0,1
333101,2,0.6666666666666667
348522,1,0.5
230701,2,0.6666666666666667
423919,1,0.5
161169,0,1
454326,0,1
420389,0,1
486009,0,1
571585,0,1
112897,0,1
404388,0,1
468704,3,0.75
314865,0,1
27935,0,1
482134,0,1
26472,0,1
502854,1,0.5
377679,0,1
547102,0,1
113126,0,1
518377,0,1
293133,2,0.6666666666666667
31113,1,0.5
476029,2,0.6666666666666667
214388,0,1
488645,0,1
318330,4,0.8
108208,0,1
54300,0,1
510735,1,0.5
542511,0,1
305526,0,1
505822,0,1
2346,0,1
361172,0,1
532403,0,1
449480,2,0.6666666666666667
379443,0,1
184938,0,1
203350,2,0.6666666666666667
265822,0,1
379101,0,1
454199,2,0.6666666666666667
180729,1,0.5
391891,3,0.75
258661,0,1
60467,0,1
554980,0,1
574837,0,1
542699,0,1
404668,0,1
190306,0,1
346138,0,1
306638,0,1
531047,3,0.75
151877,2,0.6666666666666667
75001,3,0.75
53431,1,0.5
134010,1,0.5
294403,1,0.5
152886,5,0.8333333333333334
138488,2,0.6666666666666667
44081,1,0.5
69969,7,0.875
291606,3,0.75
16896,0,1
106351,0,1
306313,0,1
540160,2,0.6666666666666667
568265,1,0.5
158922,2,0.6666666666666667
157155,4,0.8
20779,4,0.8
215151,3,0.75
103667,0,1
21924,2,0.6666666666666667
52661,2,0.6666666666666667
168512,0,1
333683,0,1
4772,1,0.5
121904,0,1
377595,0,1
465463,1,0.5
505728,1,0.5
63726,0,1
504452,3,0.75
400658,0,1
428847,0,1
373793,0,1
10428,0,1
151651,0,1
129988,0,1
53434,0,1
310442,1,0.5
178939,0,1
216861,1,0.5
386968,4,0.8
567093,0,1
231236,0,1
423769,1,0.5
534736,8,0.8888888888888888
351133,1,0.5
185276,0,1
7276,0,1
365035,1,0.5
64155,1,0.5
459921,1,0.5
50655,0,1
160283,0,1
263268,0,1
222343,0,1
269287,0,1
212074,1,0.5
241291,5,0.8333333333333334
555035,0,1
19523,3,0.75
59973,0,1
472445,0,1
319285,0,1
287829,0,1
274528,5,0.8333333333333334
939,0,1
190515,0,1
15810,4,0.8
56580,0,1
558840,2,0.6666666666666667
311374,2,0.6666666666666667
14773,1,0.5
94140,0,1
111789,0,1
83844,1,0.5
2495,0,1
68852,1,0.5
243600,4,0.8
96492,0,1
222468,3,0.75
449879,1,0.5
572075,0,1
198563,0,1
23821,0,1
108283,0,1
442962,1,0.5
359140,0,1
363280,0,1
510606,0,1
117093,0,1
448983,0,1
250246,0,1
452121,0,1
67805,0,1
67553,0,1
37322,0,1
332877,5,0.8333333333333334
40446,0,1
359203,0,1
468953,4,0.8
51476,0,1
135671,6,0.8571428571428572
161603,4,0.8
100853,0,1
136783,0,1
325385,1,0.5
91636,7,0.875
391837,1,0.5
361382,1,0.5
137586,1,0.5
240340,1,0.5
429633,1,0.5
492395,8,0.8888888888888888
377097,1,0.5
510651,3,0.75
335065,8,0.8888888888888888
259342,2,0.6666666666666667
252911,1,0.5
107990,1,0.5
580975,0,1
390017,0,1
101656,1,0.5
471488,2,0.6666666666666667
322604,13,0.9285714285714286
440124,1,0.5
244246,0,1
346759,0,1
448205,0,1
180784,0,1
482907,0,1
53677,4,0.8
98523,0,1
395978,2,0.6666666666666667
558677,0,1
349868,0,1
265584,0,1
128461,0,1
432397,11,0.9166666666666666
370325,0,1
64332,0,1
547136,1,0.5
524436,4,0.8
434060,0,1
72776,0,1
530915,1,0.5
288435,0,1
305978,0,1
84980,0,1
432038,12,0.9230769230769231
444073,6,0.8571428571428572
499302,8,0.8888888888888888
355234,5,0.8333333333333334
140691,0,1
21496,0,1
323128,0,1
355860,0,1
26323,0,1
316396,0,1
325198,0,1
97754,0,1
32688,0,1
222548,0,1
186747,0,1
420466,0,1
454741,0,1
442585,0,1
558064,1,0.5
549568,1,0.5
580029,0,1
258350,1,0.5
335119,0,1
18046,0,1
318056,0,1
256403,0,1
102056,5,0.8333333333333334
573686,3,0.75
479203,0,1
72050,0,1
498960,0,1
104676,0,1
251768,0,1
320905,0,1
150267,0,1
526132,0,1
529813,0,1
433963,0,1
245162,1,0.5
554892,3,0.75
50752,1,0.5
226065,0,1
408840,0,1
699,0,1
503467,1,0.5
103307,0,1
83331,0,1
285961,0,1
407532,1,0.5
52952,1,0.5
337619,2,0.6666666666666667
11320,0,1
531349,0,1
326312,1,0.5
394681,0,1
290595,0,1
373255,0,1
29406,0,1
259513,1,0.5
47566,1,0.5
571531,0,1
180329,1,0.5
494571,0,1
262677,0,1
86133,0,1
571944,0,1
345535,0,1
317087,3,0.75
333412,0,1
404931,0,1
479556,0,1
55053,0,1
347768,0,1
106487,1,0.5
393928,0,1
286794,0,1
188817,4,0.8
134160,0,1
551199,4,0.8
363508,0,1
411674,3,0.75
121152,0,1
374564,0,1
29648,0,1
236010,0,1
171915,3,0.75
393203,0,1
149371,0,1
283054,0,1
300179,0,1
349676,1,0.5
123053,0,1
416543,0,1
291028,1,0.5
373422,0,1
252639,0,1
31993,0,1
296865,0,1
33717,3,0.75
527022,1,0.5
10681,0,1
333808,0,1
269926,0,1
192406,1,0.5
352481,0,1
339344,0,1
540783,3,0.75
72011,0,1
347953,0,1
194158,4,0.8
538976,0,1
429839,0,1
272635,0,1
92604,0,1
438707,0,1
490794,0,1
460962,1,0.5
39798,0,1
538243,0,1
84018,0,1
137619,0,1
237964,0,1
329806,0,1
346067,0,1
64884,0,1
231362,0,1
33532,0,1
34115,0,1
253607,0,1
527558,1,0.5
125375,0,1
231984,0,1
141634,2,0.6666666666666667
188918,0,1
212116,5,0.8333333333333334
84859,0,1
149964,0,1
477305,11,0.9166666666666666
47131,8,0.8888888888888888
496541,0,1
318550,0,1
321176,1,0.5
304300,3,0.75
299492,0,1
173685,0,1
210346,0,1
251330,0,1
493395,1,0.5
382115,0,1
267184,0,1
228290,0,1
14392,1,0.5
528951,0,1
91754,0,1
429159,2,0.6666666666666667
330681,0,1
293022,2,0.6666666666666667
463325,1,0.5
190907,2,0.6666666666666667
220058,0,1
281512,4,0.8
1171,0,1
322831,0,1
44075,0,1
69366,1,0.5
279521,3,0.75
32777,3,0.75
110389,0,1
498557,0,1
311510,1,0.5
228910,2,0.6666666666666667
483352,0,1
183519,11,0.9166666666666666
373341,0,1
464130,0,1
395997,0,1
441203,0,1
415880,1,0.5
200739,1,0.5
499835,0,1
386645,0,1
501142,0,1
286556,1,0.5
329280,0,1
190015,0,1
298261,0,1
270165,0,1
381555,1,0.5
542147,0,1
336302,0,1
212112,2,0.6666666666666667
373848,0,1
199252,2,0.6666666666666667
500471,0,1
529850,1,0.5
87377,0,1
274800,0,1
581033,1,0.5
224974,0,1
166505,0,1
26731,0,1
200250,6,0.8571428571428572
4497,0,1
260823,0,1
445298,0,1
465093,0,1
132210,0,1
61660,0,1
382717,0,1
78107,0,1
242286,0,1
545924,0,1
184606,0,1
323739,0,1
462640,5,0.8333333333333334
50054,1,0.5
29341,0,1
304941,0,1
298656,0,1
61722,12,0.9230769230769231
455401,4,0.8
277227,0,1
440486,0,1
8457,0,1
385454,2,0.6666666666666667
74499,0,1
36451,5,0.8333333333333334
463785,0,1
241986,0,1
25715,0,1
383119,0,1
438432,13,0.9285714285714286
209864,1,0.5
452591,5,0.8333333333333334
443689,1,0.5
300200,1,0.5
101959,0,1
140713,0,1
330348,1,0.5
225130,0,1
265153,0,1
335045,0,1
224391,0,1
324436,0,1
110434,1,0.5
555396,1,0.5
337274,0,1
469232,1,0.5
221390,1,0.5
6847,1,0.5
333034,0,1
535226,0,1
426714,0,1
39828,0,1
581040,1,0.5
384462,1,0.5
330736,5,0.8333333333333334
388531,1,0.5
12455,0,1
518914,0,1
331790,7,0.875
491377,1,0.5
14961,1,0.5
274216,1,0.5
428403,1,0.5
128704,9,0.9
330478,1,0.5
190218,4,0.8
265547,0,1
107548,0,1
250227,9,0.9
218874,2,0.6666666666666667
491017,4,0.8
183997,0,1
214984,0,1
552829,0,1
243418,5,0.8333333333333334
205854,0,1
569096,0,1
313055,0,1
481318,0,1
322714,0,1
292901,1,0.5
500435,2,0.6666666666666667
117690,1,0.5
427083,0,1
52425,1,0.5
379259,1,0.5
484229,5,0.8333333333333334
571931,3,0.75
145439,0,1
283849,0,1
221477,0,1
251910,5,0.8333333333333334
350974,4,0.8
88021,1,0.5
269253,2,0.6666666666666667
369309,0,1
253455,11,0.9166666666666666
272391,12,0.9230769230769231
323552,1,0.5
218960,0,1
413871,0,1
306395,0,1
510449,0,1
104221,2,0.6666666666666667
397842,0,1
341048,0,1
476282,0,1
263014,0,1
443278,0,1
83658,0,1
484066,1,0.5
283187,3,0.75
324595,2,0.6666666666666667
397475,2,0.6666666666666667
91719,0,1
451123,1,0.5
157715,0,1
563337,0,1
477698,0,1
546584,0,1
297972,4,0.8
22085,4,0.8
309499,0,1
228858,0,1
350278,0,1
63403,0,1
220344,0,1
356949,0,1
56713,0,1
195297,0,1
235642,0,1
547155,0,1
572886,0,1
170048,1,0.5
278352,2,0.6666666666666667
126538,7,0.875
415723,7,0.875
521593,0,1
478553,0,1
379378,0,1
336949,1,0.5
314108,9,0.9
39900,3,0.75
384258,0,1
76866,0,1
288633,0,1
127920,0,1
41104,0,1
272311,3,0.75
461172,0,1
496801,0,1
414576,8,0.8888888888888888
517938,10,0.9090909090909091
395291,9,0.9
304083,9,0.9
188445,3,0.75
66524,3,0.75
337247,0,1
487469,6,0.8571428571428572
36460,6,0.8571428571428572
473427,0,1
495443,0,1
315974,0,1
331844,1,0.5
297314,2,0.6666666666666667
67953,2,0.6666666666666667
444899,3,0.75
512206,0,1
440554,1,0.5
569926,0,1
495975,0,1
76529,0,1
165174,2,0.6666666666666667
535721,0,1
564355,2,0.6666666666666667
371309,2,0.6666666666666667
48554,4,0.8
89541,0,1
166320,0,1
515751,1,0.5
506201,2,0.6666666666666667
122161,2,0.6666666666666667
330248,1,0.5
493941,0,1
402685,0,1
328283,10,0.9090909090909091
110231,1,0.5
73665,1,0.5
196878,0,1
15050,1,0.5
315338,1,0.5
576774,0,1
527846,0,1
551944,0,1
561681,0,1
573667,6,0.8571428571428572
182015,0,1
363574,0,1
115243,2,0.6666666666666667
144862,3,0.75
292478,2,0.6666666666666667
12231,0,1
129645,1,0.5
190033,0,1
145378,2,0.6666666666666667
362369,1,0.5
361399,2,0.6666666666666667
265066,1,0.5
291834,2,0.6666666666666667
325602,2,0.6666666666666667
59740,3,0.75
396617,1,0.5
273317,10,0.9090909090909091
517386,0,1
578849,1,0.5
336427,1,0.5
575577,1,0.5
440062,1,0.5
548011,4,0.8
505455,4,0.8
319647,1,0.5
203781,7,0.875
332074,10,0.9090909090909091
351715,1,0.5
239327,4,0.8
474054,2,0.6666666666666667
146837,1,0.5
17365,1,0.5
256145,13,0.9285714285714286
105732,10,0.9090909090909091
267123,11,0.9166666666666666
170411,0,1
563680,1,0.5
79369,0,1
324962,2,0.6666666666666667
438905,0,1
171546,1,0.5
55118,1,0.5
34214,1,0.5
483446,2,0.6666666666666667
409178,1,0.5
87681,12,0.9230769230769231
35411,0,1
575823,1,0.5
573968,1,0.5
330205,1,0.5
229329,2,0.6666666666666667
523696,1,0.5
320612,1,0.5
118606,1,0.5
254638,1,0.5
197609,0,1
131171,0,1
345353,1,0.5
80300,0,1
204051,8,0.8888888888888888
431058,1,0.5
259976,0,1
516875,1,0.5
407644,1,0.5
517861,0,1
168746,1,0.5
381296,2,0.6666666666666667
61596,0,1
161605,2,0.6666666666666667
269886,1,0.5
372067,4,0.8
160913,1,0.5
95336,2,0.6666666666666667
575349,2,0.6666666666666667
329498,1,0.5
445313,3,0.75
381430,5,0.8333333333333334
89273,0,1
51289,0,1
257941,0,1
136021,0,1
89445,1,0.5
339988,1,0.5
435059,1,0.5
63144,1,0.5
77980,0,1
281377,1,0.5
37655,1,0.5
124940,0,1
576463,1,0.5
36230,2,0.6666666666666667
126563,0,1
252300,8,0.8888888888888888
528966,1,0.5
207545,1,0.5
546245,0,1
282772,0,1
447208,1,0.5
119773,2,0.6666666666666667
573565,0,1
516867,0,1
465130,0,1
214494,0,1
51437,1,0.5
86843,3,0.75
283561,0,1
520150,1,0.5
63791,7,0.875
460632,0,1
561013,8,0.8888888888888888
119373,1,0.5
20179,1,0.5
177366,0,1
426635,2,0.6666666666666667
107564,5,0.8333333333333334
19667,3,0.75
284028,0,1
246105,2,0.6666666666666667
120648,0,1
157593,2,0.6666666666666667
305060,1,0.5
508006,2,0.6666666666666667
393421,0,1
276036,0,1
230432,1,0.5
316505,0,1
194876,1,0.5
68198,0,1
100895,2,0.6666666666666667
513775,0,1
136227,0,1
236461,1,0.5
540253,12,0.9230769230769231
409239,1,0.5
539888,1,0.5
214124,0,1
490694,0,1
133412,0,1
238228,1,0.5
75646,11,0.9166666666666666
297574,0,1
380516,4,0.8
384625,0,1
144334,0,1
407162,0,1
411282,0,1
170716,2,0.6666666666666667
261453,0,1
254169,0,1
308735,0,1
56633,0,1
96048,2,0.6666666666666667
570947,0,1
68025,1,0.5
560000,0,1
223740,1,0.5
255448,0,1
468457,0,1
53183,2,0.6666666666666667
466596,0,1
309539,0,1
306812,3,0.75
88741,0,1
168804,1,0.5
397,1,0.5
22051,1,0.5
472691,1,0.5
9003,1,0.5
88895,1,0.5
531929,2,0.6666666666666667
433993,4,0.8
303672,0,1
364188,1,0.5
113058,1,0.5
225238,0,1
581226,4,0.8
195408,1,0.5
21592,0,1
501260,2,0.6666666666666667
468129,1,0.5
110265,2,0.6666666666666667
86250,1,0.5
366104,5,0.8333333333333334
92985,2,0.6666666666666667
424146,0,1
116556,0,1
219170,0,1
40018,0,1
444568,1,0.5
93175,1,0.5
439902,1,0.5
99065,1,0.5
114025,3,0.75
392687,2,0.6666666666666667
502456,1,0.5
483311,0,1
502953,2,0.6666666666666667
112117,0,1
293545,0,1
323668,2,0.6666666666666667
471273,2,0.6666666666666667
59022,1,0.5
50100,3,0.75
225786,1,0.5
196007,2,0.6666666666666667
33158,1,0.5
316107,1,0.5
107257,0,1
173117,1,0.5
104417,5,0.8333333333333334
405994,0,1
124486,1,0.5
260382,1,0.5
336654,12,0.9230769230769231
323525,3,0.75
500825,0,1
498541,8,0.8888888888888888
298493,2,0.6666666666666667
209180,3,0.75
14756,1,0.5
498630,7,0.875
71699,1,0.5
397042,5,0.8333333333333334
392229,0,1
353028,0,1
315631,0,1
359220,4,0.8
27493,1,0.5
385873,0,1
156511,1,0.5
499105,1,0.5
562906,1,0.5
501982,5,0.8333333333333334
180917,0,1
481009,0,1
229255,0,1
4265,0,1
498665,0,1
528049,0,1
30143,1,0.5
533464,0,1
267408,4,0.8
551581,4,0.8
187187,2,0.6666666666666667
406534,4,0.8
354460,6,0.8571428571428572
115361,0,1
274541,7,0.875
94846,2,0.6666666666666667
185479,1,0.5
418578,0,1
188804,2,0.6666666666666667
55013,5,0.8333333333333334
183332,2,0.6666666666666667
507782,2,0.6666666666666667
358389,3,0.75
293837,0,1
286820,0,1
472904,0,1
363986,0,1
293574,0,1
142687,1,0.5
83036,4,0.8
374677,0,1
250370,0,1
49258,0,1
543992,0,1
390072,0,1
