Annotation ID,Vis Body Ratio
1327177,0.00
1327421,0.00
1327456,1.00
1327521,0.00
1327592,1.00
1327805,0.00
1327818,0.50
1327823,0.83
1328314,1.00
1328344,0.00
1328421,0.00
1328599,0.00
1328744,0.00
1328808,0.00
1328861,0.62
1328878,0.00
1328929,0.00
1328990,0.00
1329004,0.71
1329007,0.00
1329114,1.00
1329129,0.00
1329248,0.00
1329266,0.00
1329367,0.00
1329375,0.00
1329419,1.00
1329429,0.00
1329497,0.00
1329766,0.00
1329829,0.00
1329900,0.00
1329939,0.00
1329945,0.00
1330000,0.00
1330004,1.00
1330047,0.00
1330149,0.00
1330252,0.00
1330410,0.00
1330452,0.00
1330625,0.00
1330631,0.00
1330644,0.00
1330734,0.00
1330776,0.00
1330808,0.00
1330826,0.50
1331117,0.00
1331146,0.00
1331171,1.00
1331247,0.78
1331253,0.00
1331261,0.00
1331263,0.00
1331445,0.00
1331580,0.00
1331610,0.00
1331815,0.00
1332060,0.00
1332106,0.00
1332221,0.67
1332223,0.00
1332225,1.00
1332296,0.00
1332354,0.00
1332399,0.00
1332468,0.50
1332519,0.38
1332593,0.00
1332749,1.00
1332751,0.00
1332870,0.60
1332883,0.00
1332896,1.00
1332906,0.00
1332907,1.00
1332922,0.00
1332948,1.00
1332972,0.00
1332985,0.75
1333029,0.50
1333053,0.00
1333057,0.00
1333079,0.80
1333091,0.00
1333101,0.00
1333124,0.00
1676124,0.00
1676219,0.00
1676291,0.00
1676297,0.00
1676376,0.00
1676396,0.00
1676400,0.00
1676460,0.78
1676523,0.00
1676532,0.00
1676560,0.00
1676583,0.00
1676597,0.00
1676686,0.00
1676978,0.00
1676992,0.00
1677180,1.00
1677308,0.00
1677333,0.00
1677467,0.00
1677469,0.00
1677527,0.83
1677641,0.00
1677647,0.00
1677717,0.00
1677727,0.00
1677821,0.00
1677884,1.00
1677945,0.00
1677987,0.00
1678024,0.75
1678041,0.00
1678070,0.00
1678147,1.00
1678216,0.00
1678248,0.00
1678275,0.00
1678309,0.00
1678330,0.00
1678429,0.00
1678556,0.00
1678562,0.00
1678620,0.00
1678755,0.00
1678903,0.00
1678906,0.00
1678931,0.00
1678984,0.00
1679006,0.86
1679045,0.00
1679117,0.75
1679335,0.00
1679399,0.00
1679480,0.44
1679587,0.00
1679722,0.00
1679734,0.00
1679836,0.00
1679913,0.89
1680055,0.00
1680111,0.00
1680122,0.00
1680138,0.00
1680179,0.00
1680272,0.00
1680344,0.00
1680365,0.00
1680448,0.00
1680472,0.00
1680489,0.00
1680534,0.00
1680563,0.00
1680567,0.00
1680662,0.00
1680688,0.00
1680693,0.00
1680896,0.00
1680898,0.00
1680998,0.00
1681012,0.00
1681328,0.00
1681341,0.00
1681525,0.00
1681623,0.00
1681651,0.00
1681733,0.00
1681744,0.00
1681852,0.00
1681896,0.00
1682025,0.00
1682061,1.00
1682063,0.00
1682130,0.33
1682223,0.00
1682388,0.00
1682403,0.00
1682438,0.00
1682470,0.33
1682623,0.00
1682752,0.00
1682847,0.00
1682889,0.00
1682920,0.00
1682990,0.00
1683003,0.00
1683009,0.00
1683011,0.00
1683016,0.00
1683053,0.00
1683108,0.00
1683450,0.00
1683479,0.00
1683482,0.00
1683495,0.00
1683532,0.00
1683623,0.00
1683711,0.00
1683766,0.00
1683779,0.00
1684152,1.00
1684184,0.00
1684223,0.00
1684243,0.00
1684256,0.00
1684283,0.00
1684343,0.00
1684381,0.00
1684489,0.00
1684530,0.00
1684552,0.00
1684627,1.00
1684640,0.00
1684670,0.00
1684737,0.00
1684739,0.00
1684743,0.00
1684875,0.67
1685035,0.00
1685105,0.00
1685166,0.91
1685334,0.00
1685373,0.00
1685507,0.50
1685592,0.00
1685723,0.00
1685888,0.00
1685901,0.00
1685904,0.00
1685944,0.00
1686053,0.00
1686171,0.00
1686185,0.00
1686410,0.00
1686552,0.00
1686560,0.00
1686613,0.00
1686635,0.00
1686850,0.00
1686860,0.00
1687020,0.00
1687061,0.00
1687074,0.75
1687093,0.00
1687250,1.00
1687302,0.00
1687322,0.00
1687324,0.00
1687542,0.00
1687594,0.00
1687662,0.00
1687680,0.00
1687743,0.00
1688087,1.00
1688128,0.00
1688221,0.00
1688261,0.00
1688270,0.82
1688280,0.00
1688406,0.00
1688448,0.57
1688569,1.00
1688611,0.73
1688626,0.00
1688632,0.00
1688635,0.17
1688645,0.58
1688681,0.00
1688726,0.00
1688744,0.00
1688840,1.00
1688890,0.00
1688902,0.00
1688951,0.00
1688972,0.00
1688980,0.00
1689010,0.00
1689036,0.00
1689113,0.00
1689278,0.00
1689299,0.00
1689307,0.00
1689351,0.00
1689451,1.00
1689690,0.00
1689707,0.00
1689713,0.00
1689846,0.00
1689901,0.56
1689906,0.00
1689951,0.00
1690019,0.00
1690053,1.00
1690151,0.00
1690153,0.00
1690166,0.00
1690171,0.00
1690183,0.00
1690250,1.00
1690281,0.00
1690306,0.00
1690379,0.00
1690395,0.00
1690457,0.00
1690619,0.00
1690665,0.00
1690869,0.00
1691061,0.00
1691064,0.00
1691297,0.00
1691357,0.00
1691554,0.00
1691573,0.60
1691602,0.00
1691671,0.00
1691674,0.00
1691684,0.00
1691794,0.00
1691855,0.00
1691879,0.00
1691892,0.00
1691930,0.00
1691944,0.00
1691969,0.00
1691987,0.00
1691989,0.00
1692006,1.00
1692025,0.00
1692033,0.00
1692101,0.00
1692154,0.00
1692191,0.00
1692192,0.00
1692238,0.00
1692292,0.00
1692362,0.00
1692374,0.00
1692376,1.00
1692448,0.00
1692515,1.00
1692673,0.00
1692778,0.00
1692867,0.00
1692914,0.00
1693052,0.00
1693181,0.00
1693366,0.78
1693380,0.00
1693469,0.00
1693492,0.00
1693501,0.00
1693508,0.00
1693543,1.00
1693722,0.00
1693775,0.00
1693961,1.00
1694036,0.00
1694062,0.00
1694071,0.00
1694081,0.00
1694097,0.00
1694109,0.00
1694223,0.00
1694314,0.00
1694324,0.38
1694328,0.00
1694586,0.00
1694614,0.00
1694618,0.00
1694668,0.00
1694705,0.00
1694727,0.00
1694734,0.00
1694789,0.00
1694797,0.00
1694817,0.00
1694831,0.00
1694908,0.00
1695005,0.00
1695036,0.50
1695194,0.00
1695248,0.00
1695523,0.00
1695556,0.00
1695601,0.00
1695640,0.00
1695647,0.00
1695649,0.00
1695707,0.75
1695807,0.00
1695891,0.00
1695930,0.00
1695947,0.00
1695989,0.00
1696011,0.00
1696102,0.00
1696132,0.00
1696185,0.00
1696243,0.00
1696325,0.00
1696349,0.00
1696358,0.50
1696476,0.00
1696481,0.00
1696514,0.00
1696541,0.00
1696615,0.00
1696633,0.00
1696647,0.00
1696729,0.00
1696737,1.00
1696850,0.00
1696877,0.00
1696896,0.00
1697041,0.00
1697108,0.00
1697184,0.00
1697195,0.00
1697224,0.00
1697285,0.80
1697334,0.80
1697346,0.00
1697429,0.00
1697579,0.00
1697583,0.00
1697609,0.00
1697704,0.00
1697756,0.00
1697930,0.00
1697958,0.80
1697996,1.00
1698026,0.00
1698058,0.00
1698139,0.00
1698235,0.00
1698259,0.00
1698304,0.00
1698411,0.00
1698449,0.00
1698610,0.00
1698637,0.00
1698785,0.00
1698889,0.00
1698922,0.00
1699079,0.00
1699132,0.80
1699138,0.00
1699178,0.00
1699186,0.00
1699194,0.00
1699207,0.00
1699208,0.00
1699222,0.60
1699251,0.00
1699277,0.00
1699281,0.00
1699350,0.00
1699404,0.00
1699479,0.00
1699699,0.00
1699808,0.00
1699867,0.00
1699938,0.00
1699954,0.00
1700086,0.00
1700218,1.00
1700351,0.00
1700555,0.00
1700641,0.00
1700681,0.00
1700804,0.00
1700885,0.62
1701038,0.00
1701135,0.00
1701266,0.00
1701384,0.00
1701532,0.00
1701560,0.70
1701606,0.00
1701640,0.00
1701799,0.00
1701863,0.82
1701948,0.00
1701956,0.00
1702000,0.33
1702246,1.00
1702281,1.00
1702346,0.00
1702498,0.00
1702549,0.00
1702600,0.00
1702652,0.00
1702679,0.00
1702691,0.00
1702728,0.00
1702735,0.00
1702843,0.00
1703007,0.00
1703011,0.00
1703336,0.00
1703404,0.00
1703412,1.00
1703423,0.83
1703451,0.00
1703602,0.00
1703627,0.00
1703662,1.00
1703755,0.00
1703854,0.00
1704132,0.00
1704160,0.00
1704252,0.00
1704354,1.00
1704389,0.00
1704531,0.00
1704646,0.70
1704742,0.00
1704777,0.40
1704898,0.00
1704940,0.00
1704972,0.00
1705015,0.40
1705077,0.00
1705148,0.00
1705202,0.00
1705205,0.00
1705243,0.00
1705312,0.91
1705344,0.00
1705391,0.00
1705500,0.00
1705501,0.73
1705529,0.00
1705552,0.00
1705569,0.00
1705570,0.00
1705719,1.00
1705750,0.00
1705902,0.83
1705984,0.00
1706009,0.00
1706037,0.00
1706127,1.00
1706137,0.89
1706186,0.00
1706229,1.00
1706274,0.89
1706328,0.00
1706354,0.00
1706533,0.00
1706694,1.00
1706825,0.00
1706863,0.00
1706871,0.83
1706881,0.83
1706932,0.00
1706971,0.00
1707053,1.00
1707090,0.00
1707136,0.75
1707189,0.00
1707193,0.00
1707202,0.00
1707221,0.00
1707254,0.00
1707270,0.00
1707312,0.50
1707335,0.00
1707444,1.00
1707566,0.00
1707578,0.67
1707594,0.00
1707728,0.50
1707758,0.75
1707841,0.00
1707878,1.00
1707900,0.00
1707968,0.00
1707986,0.00
1708100,0.00
1708290,0.50
1708300,0.75
1708305,0.92
1708323,0.00
1708585,0.00
1708651,1.00
1708669,0.00
1708755,0.00
1708761,0.56
1708770,1.00
1708866,0.00
1709172,0.00
1709388,0.00
1709392,0.00
1709480,0.00
1709502,1.00
1709562,0.00
1709718,1.00
1709719,0.00
1709724,0.00
1709835,0.00
1709845,0.00
1709853,0.00
1709917,0.50
1709923,0.00
1709984,0.88
1710043,0.00
1710062,1.00
1710097,1.00
1710125,0.00
1710143,0.50
1710222,0.00
1710356,0.00
1710379,0.00
1710409,1.00
1710692,0.00
1710696,0.70
1710711,0.00
1710847,0.00
1710909,0.00
1710922,0.00
1711018,0.00
1711048,0.78
1711068,0.00
1711105,1.00
1711172,0.00
1711224,0.00
1711233,0.00
1711236,0.00
1711264,0.00
1711329,1.00
1711338,0.88
1711340,0.00
1711368,0.00
1711471,1.00
1711648,1.00
1711795,0.00
1711862,0.00
1712023,0.89
1712024,0.00
1712094,0.00
1712110,0.00
1712156,0.00
1712186,1.00
1712291,0.00
1712317,1.00
1712363,0.00
1712524,0.00
1712616,0.00
1712722,0.90
1712771,0.00
1712902,0.17
1712917,1.00
1713031,0.92
1713086,1.00
1713150,0.88
1713154,0.00
1713244,1.00
1713354,0.00
1713387,1.00
1713403,1.00
1713468,0.75
1713896,0.00
1713905,0.70
1714019,1.00
1714260,0.00
1714290,0.00
1714344,0.90
1714379,0.00
1714449,0.92
1714467,0.43
1714524,1.00
1714773,0.00
1714805,0.75
1714874,0.00
1715047,0.00
1715132,0.00
1715227,0.00
1715236,0.75
1715269,0.00
1715291,0.00
1715295,0.00
1715325,0.00
1715492,1.00
1715503,0.00
1715569,0.00
1715608,0.00
1715657,0.00
1715661,0.00
1715709,0.00
1715902,0.00
1716068,0.00
1716069,1.00
1716234,0.00
1716316,0.00
1716432,1.00
1716446,0.90
1716469,1.00
1716614,0.33
1716680,1.00
1716718,0.00
1716815,0.25
1716833,0.00
1716849,0.00
1716890,0.00
1716968,1.00
1716985,1.00
1717075,0.00
1717103,0.75
1717170,0.00
1717178,0.67
1717247,1.00
1717327,0.25
1717368,0.00
1717379,0.62
1717445,0.00
1717482,0.50
1717505,0.00
1717665,0.75
1717672,0.00
1717712,0.00
1717725,0.00
1717732,1.00
1717760,0.00
1717781,1.00
1717812,0.50
1717854,0.00
1717943,0.00
1718073,0.00
1718177,0.00
1718199,0.00
1718214,0.00
1718229,0.00
1718259,0.00
1718300,0.00
1718478,0.00
1718494,0.00
1718554,0.00
1718561,0.00
1718731,0.00
1718758,0.00
1718784,0.00
1718800,1.00
1718825,0.00
1718842,0.00
1718843,0.75
1719082,0.00
1719125,0.00
1719150,1.00
1719173,0.00
1719420,0.50
1719604,0.89
1719640,0.70
1719707,0.00
1719841,0.00
1719897,1.00
1719907,1.00
1719942,0.00
1720014,0.00
1720143,1.00
1720247,0.00
1720303,0.83
1720341,0.00
1720344,0.00
1720364,0.00
1720556,1.00
1720618,0.00
1720758,1.00
1720817,0.00
1720830,1.00
1720942,0.00
1721054,0.00
1721062,0.00
1721142,0.00
1721194,1.00
1721253,0.00
1721270,0.00
1721333,0.00
1721554,0.00
1721672,0.50
1721674,0.00
1721977,0.00
1722267,0.00
1722351,0.90
1722520,0.00
1722576,0.71
1722679,1.00
1722696,0.00
1722796,0.00
1722831,0.00
1722890,0.00
1722944,0.73
1722980,1.00
1723087,0.00
1723154,1.00
1723344,0.00
1723353,1.00
1723361,1.00
1723554,0.00
1723628,0.00
1723639,0.75
1723769,1.00
1723880,0.00
1723941,0.00
1723983,0.00
1724069,0.00
1724113,0.00
1724144,0.00
1724196,1.00
1724307,0.00
1724318,0.00
1724339,0.90
1724345,0.00
1724390,0.67
1724391,0.00
1724402,0.88
1724486,0.00
1724550,0.00
1724568,0.00
1724630,0.00
1724740,1.00
1724759,1.00
1724823,0.75
1724838,1.00
1725021,1.00
1725056,0.00
1725151,0.00
1725235,0.00
1725393,0.00
1725461,0.00
1725521,1.00
1725536,0.00
1725558,0.00
1725602,0.00
1725607,0.00
1725613,1.00
1725633,0.00
1725657,0.00
1725744,0.00
1725753,0.00
1725783,0.00
1725785,1.00
1725884,0.17
1725992,1.00
1725993,0.50
1726075,0.00
1726081,0.00
1726146,0.83
1726150,0.00
1726193,0.00
1726222,1.00
1726230,0.83
1726264,0.00
1726341,0.00
1726346,0.00
1726598,0.83
1726655,0.00
1726740,0.00
1726772,0.00
1726800,0.00
1726822,0.00
1726829,0.92
1726843,0.00
1726920,0.00
1726924,0.00
1726949,1.00
1727084,0.00
1727154,0.17
1727199,0.80
1727224,1.00
1727246,0.00
1727264,0.00
1727290,0.00
1727335,1.00
1727342,0.00
1727453,0.00
1727616,0.00
1727649,0.00
1727666,0.25
1727753,0.00
1727881,0.00
1727950,0.67
1727959,0.50
1727992,0.00
1727993,0.00
1728105,0.80
1728120,0.00
1728141,1.00
1728156,0.00
1728158,0.70
1728190,0.00
1728248,0.75
1728263,0.00
1728311,1.00
1728542,0.00
1728574,0.00
1728626,0.83
1728643,0.00
1728700,0.50
1728742,0.75
1728778,0.00
1728868,1.00
1729004,0.00
1729060,0.57
1729061,0.00
1729157,0.00
1729236,0.00
1729240,0.00
1729245,0.75
1729342,0.00
1729357,0.00
1729428,0.88
1729464,0.00
1729523,1.00
1729637,1.00
1729691,0.00
1729695,0.00
1729740,0.00
1729773,0.00
1729807,0.70
1729996,1.00
1730135,0.64
1730158,0.70
1730270,0.00
1730363,0.60
1730376,0.67
1730495,0.67
1730534,0.00
1730611,0.00
1730814,0.00
1730891,0.00
1730921,0.00
1731053,0.00
1731178,0.00
1731383,0.00
1731398,0.00
1731456,0.00
1731484,0.00
1731499,0.00
1731547,0.67
1731559,0.00
1731660,0.00
1731793,1.00
1731810,0.00
1731876,0.00
1732104,0.00
1732239,0.50
1732246,0.00
1732405,0.00
1732414,0.90
1732434,0.00
1732444,0.00
1732455,0.00
1732740,0.00
1732928,0.00
1732955,0.00
1732961,0.00
1733012,0.75
1733025,0.89
1733223,0.25
1733285,0.00
1733291,0.00
1733369,0.64
1733399,0.00
1733482,0.00
1733585,0.00
1733633,0.00
1733772,0.00
1733789,1.00
1733829,0.92
1733853,0.00
1734181,0.00
1734232,1.00
1734233,0.00
1734270,0.17
1734509,0.75
1734517,0.00
1734548,0.00
1734667,0.00
1734715,0.00
1734781,0.50
1734796,0.00
1734807,0.00
1734831,1.00
1734846,0.00
1734857,0.00
1734871,0.00
1734951,0.00
1735041,0.00
1735092,0.80
1735099,0.00
1735177,0.00
1735402,0.00
1735432,1.00
1735463,0.00
1735494,0.75
1735496,1.00
1735568,0.00
1735629,0.00
1735677,0.50
1735771,1.00
1735811,0.00
1735823,0.00
1736052,0.00
1736092,0.00
1736141,0.00
1736317,0.00
1736358,0.00
1736632,1.00
1736714,0.00
1736759,0.00
1736767,0.60
1736769,0.00
1736819,0.00
1736882,0.00
1736897,0.88
1737118,0.00
1737205,0.00
1737372,0.00
1737417,0.00
1737428,0.00
1737477,0.00
1737480,1.00
1737533,0.00
1737653,0.00
1737673,0.00
1737791,0.50
1737828,0.00
1737924,0.78
1737977,0.00
1738003,0.00
1738010,0.00
1738134,0.00
1738141,0.00
1738207,0.00
1738232,0.90
1738562,1.00
1738625,0.00
1738775,0.33
1738805,0.00
1738898,0.90
1738988,0.00
1738995,0.00
1739089,0.00
1739097,0.00
1739241,1.00
1739261,0.82
1739287,0.00
1739375,0.00
1739412,0.00
1739519,1.00
1739627,0.00
1739786,0.00
1740118,1.00
1740186,0.00
1740334,0.75
1740447,0.00
1740509,0.00
1740604,0.00
1740679,0.00
1740690,0.00
1740706,0.50
1740710,0.00
1740815,0.00
1740856,0.00
1740876,0.00
1740955,0.00
1740977,0.83
1740993,1.00
1741069,0.00
1741248,0.00
1741357,0.00
1741412,0.00
1741467,0.00
1741545,0.00
1741711,0.00
1741774,0.00
1741939,0.00
1741948,0.00
1741985,0.00
1742045,0.00
1742228,0.83
1742235,0.00
1742282,0.00
1742362,0.00
1742438,0.92
1742443,0.00
1742508,1.00
1742516,0.00
1742543,0.25
1742597,1.00
1742607,0.33
1742638,1.00
1742679,0.50
1742761,0.67
1742766,0.00
1742830,0.00
1742843,0.00
1742859,0.00
1742912,0.00
1743031,0.00
1743047,0.00
1743057,0.00
1743122,0.00
1743334,0.00
1743357,0.00
1743381,0.00
1743400,0.00
1743443,0.00
1743445,0.00
1743465,0.00
1743525,0.00
1743611,0.00
1743629,0.00
1743686,0.00
1743734,0.00
1743754,0.00
1743776,0.00
1743821,0.00
1743852,0.00
1743887,0.00
1743936,0.92
1743992,0.00
1744212,0.00
1744272,0.00
1744277,0.62
1744475,0.00
1744597,0.00
1744619,0.00
1744683,0.00
1744895,0.80
1745144,0.00
1745166,0.00
1745270,1.00
1745468,0.50
1745487,0.67
1745499,0.00
1745520,0.00
1745551,0.00
1745573,0.00
1745643,0.00
1745644,0.00
1745669,0.00
1745767,0.00
1745854,0.00
1745881,0.00
1745898,0.25
1745939,0.00
1745951,0.11
1746167,0.00
1746229,0.00
1746239,0.83
1746279,0.00
1746365,0.00
1746386,0.00
1746412,0.00
1746423,1.00
1746482,0.00
1746519,0.00
1746558,0.00
1746618,0.00
1746622,1.00
1746682,0.43
1746822,0.00
1746835,0.00
1746836,0.50
1746903,0.00
1747233,0.00
1747300,0.00
1747600,0.00
1747643,0.00
1747742,0.00
1747827,0.67
1747868,0.00
1747939,0.00
1747979,0.00
1747992,0.00
1748048,0.00
1748112,0.00
1748115,1.00
1748300,0.00
1748383,0.00
1748393,0.00
1748422,1.00
1748631,1.00
1748648,0.38
1748757,0.00
1748776,0.50
1748796,0.00
1748827,0.33
1748912,0.00
1748919,0.50
1749043,0.00
1749045,0.00
1749250,0.00
1749273,0.00
1749359,0.00
1749380,0.00
1749595,0.00
1749612,0.00
1749642,0.00
1749654,0.00
1749753,0.50
1749787,0.00
1749844,0.90
1749921,0.00
1750119,0.75
1750252,0.00
1750318,0.00
1750382,1.00
1750416,0.80
1750466,0.00
1750490,0.00
1750516,0.00
1750547,0.62
1750615,0.00
1750704,0.00
1750766,0.00
1750875,0.00
1750980,0.00
1751024,0.00
1751057,0.00
1751140,0.00
1751188,0.00
1751199,0.00
1751502,0.78
1751507,0.00
1751676,0.00
1751858,0.00
1751869,0.00
1751900,0.00
1751932,0.00
1751986,0.00
1752106,0.00
1752154,0.73
1752189,0.00
1752231,0.00
1752312,0.00
1752355,0.00
1752356,0.00
1752423,0.00
1752529,0.92
1752701,0.00
1752787,0.00
1752844,1.00
1752872,0.00
1752915,1.00
1752935,0.00
1753025,0.00
1753091,0.00
1753171,0.75
1753396,0.00
1753401,0.00
1753496,0.00
1753545,0.00
1753628,0.00
1753660,0.00
1753900,0.00
1753981,0.00
1753987,0.00
1754203,0.00
1754223,0.00
1754311,0.00
1754329,0.00
1754528,0.00
1754602,0.00
1754666,0.00
1754738,0.00
1754753,0.00
1754829,0.00
1754956,0.00
1754957,0.00
1755151,0.00
1755472,0.50
1755610,0.50
1755625,1.00
1755767,0.00
1755941,0.00
1756159,0.00
1756262,0.00
1756268,0.00
1756385,0.00
1756522,0.00
1756542,0.00
1756588,0.00
1756757,0.00
1756809,0.00
1756848,0.00
1756922,1.00
1756946,0.00
1757026,0.00
1757037,0.00
1757046,1.00
1757083,0.83
1757178,0.00
1757250,0.00
1757593,0.00
1757668,0.00
1757761,0.00
1757762,0.00
1757976,0.00
1758198,0.00
1758253,0.00
1758271,0.00
1758288,0.00
1758329,0.00
1758426,0.00
1758439,0.00
1758442,0.00
1758519,0.00
1758614,0.00
1758730,0.00
1758848,0.00
1758856,0.00
1758904,0.89
1759105,0.00
1759124,0.00
1759460,0.00
1759478,0.00
1759909,1.00
1760155,0.00
1760186,0.00
1760217,0.00
1760219,0.71
1760360,0.50
1760422,0.38
1760472,0.00
1760776,0.33
1760828,0.00
1760936,0.00
1761089,0.00
1761110,0.00
1761246,0.00
1761364,0.00
1761571,0.00
1761614,0.00
1761833,0.00
1761928,0.62
1761998,0.00
1762131,0.00
1762252,0.00
1762291,0.00
1762572,0.00
1762767,0.00
1762800,0.00
1762932,0.00
1762971,0.00
1763152,0.00
1763507,0.00
1763773,0.00
1763787,0.00
1763792,0.00
1763822,0.00
1763848,0.00
1763890,0.00
1764089,0.00
1764130,0.00
1764144,0.00
1764275,0.00
1764341,0.00
1764424,0.00
1764431,0.00
1764457,0.00
1764475,0.00
1764488,0.00
1999471,0.00
1999511,0.00
1999799,0.00
1999826,0.00
1999959,0.00
1999980,0.00
2000004,0.00
2000150,0.00
2000160,0.00
2000211,0.00
2000272,0.00
2000305,0.00
2000466,0.00
2000500,0.67
2000568,0.00
2000670,0.00
2000675,0.00
2000690,0.00
2000704,0.00
2000774,0.00
2000920,0.50
2000982,0.00
2001008,0.00
2001017,0.00
2001020,0.50
2001077,0.00
2001098,0.00
2001143,0.00
2001171,0.50
2001257,0.00
2001305,0.00
2001315,0.00
2001413,0.00
2001434,0.00
2001445,0.00
2001463,0.00
2001483,0.00
2001491,0.00
2001498,0.00
2001558,0.00
2001721,0.00
2001787,0.00
2001881,0.00
2002027,0.00
2002028,0.00
2002081,0.00
2002178,0.00
2002313,0.00
2002372,0.00
2002373,0.00
2002430,0.00
2002506,0.00
2002511,0.00
2002535,0.00
2002573,0.00
2002655,0.00
2002657,0.00
2002662,0.00
2002687,0.00
2002688,0.00
2002699,0.00
2002704,0.00
2002840,0.00
2002940,0.00
2002958,0.00
2002984,0.00
2003051,0.00
2003071,0.00
2003110,0.00
2003337,0.67
2003347,0.00
2003354,0.00
2003403,0.00
2003508,0.50
2003569,0.00
2003597,0.00
2003600,0.00
2003678,0.00
2003687,0.00
2003959,0.00
2004017,0.00
2004019,0.00
2004116,0.00
2004158,0.00
2004200,0.00
2004219,0.00
2004336,0.00
2004406,0.00
2004510,0.00
2004528,0.00
2004564,0.00
2004698,0.00
2004716,0.00
2004829,0.00
2004863,0.00
2004953,0.00
2004972,0.00
2004992,0.00
2005064,0.00
2005071,0.00
2005136,0.00
2005155,0.00
2005217,0.00
2005239,0.00
2005241,1.00
2005254,0.00
2005295,0.00
2005489,0.00
2005494,0.00
2005600,0.00
2005664,0.00
2005671,0.00
2005726,0.00
2005727,0.00
2005745,0.00
2005754,0.00
2005786,0.00
2005829,0.00
2005859,0.00
2005883,0.00
2005938,0.00
2005940,0.33
2006012,0.00
2006120,0.00
2006135,0.00
2006164,0.00
2006201,0.00
2006209,0.00
2006224,0.00
2006266,0.00
2006271,0.00
2006287,0.00
2006298,0.00
2006303,0.00
2006345,0.50
2006355,0.00
2006419,0.00
2006522,0.00
2006530,1.00
2006540,0.00
2006559,0.50
2006586,0.00
2006671,0.00
2006809,0.00
2006812,0.00
2007015,0.00
2007019,0.00
2007134,0.00
2007171,0.00
2007219,0.00
2007314,0.00
2007328,0.70
2007347,0.00
2007400,0.00
2007418,0.00
2007475,0.00
2007540,0.00
2007544,0.00
2007567,0.00
2007586,1.00
2007588,0.00
2007599,0.00
2007653,0.00
2007664,0.00
2007725,0.00
2007730,0.00
2007828,0.00
2007899,0.00
2007902,0.00
2007962,0.00
2007974,0.00
2008033,0.00
2008130,0.00
2008165,0.00
2008206,0.00
2008273,0.00
2008334,0.00
2008345,0.00
2008445,0.00
2008485,0.00
2008492,0.00
2008534,0.00
2008539,0.00
2008559,0.00
2008644,0.00
2008699,0.00
2008744,0.00
2008751,0.00
2008796,0.00
2008798,0.00
2008817,0.00
2008842,0.80
2008873,0.00
2008914,0.00
2008920,0.00
2008926,0.00
2009013,0.00
2009052,0.00
2009138,0.00
2009166,0.00
2009259,0.00
2009385,0.00
2009418,0.00
2009427,0.00
2009486,0.00
2009490,0.00
2009557,0.00
2009661,0.75
2009805,0.00
2009979,0.00
2010002,0.00
2010164,0.00
2010176,0.00
2010255,0.00
2010276,0.00
2010365,0.50
2010447,0.00
2010590,0.00
2010602,0.67
2010647,0.00
2010648,0.00
2010784,0.00
2010886,0.00
2011213,0.00
2011262,0.00
2011307,0.00
2011354,0.00
2011366,0.00
2011471,0.00
2011704,0.00
2011773,0.00
2011821,0.50
2011849,0.00
2011888,0.00
2012115,0.00
2012120,0.00
2012150,0.00
2012200,0.00
2012425,0.00
2012495,0.00
2012548,0.00
2012635,0.00
2012832,1.00
2013057,0.00
2013086,0.00
2013102,0.00
2013295,0.00
2013381,0.00
2013429,0.00
2013443,1.00
2013616,0.00
2013651,0.00
2013668,0.00
2013839,0.00
2013905,0.00
2013931,0.00
2013961,0.00
2013987,0.00
2014039,0.00
2014183,0.00
2014186,0.00
2014240,1.00
2014260,0.00
2014261,0.00
2014285,0.00
2014329,1.00
2014340,0.00
2014342,0.00
2014345,0.00
2014437,0.55
2014470,0.00
2014493,0.00
2014497,0.00
2014578,0.00
2014739,0.00
2014745,0.00
2014810,0.00
2014824,0.00
2014831,0.00
2014842,0.00
2015030,0.00
2015154,0.00
2015176,0.00
2015222,1.00
2015288,0.00
2015305,0.00
2015368,0.00
2015481,0.00
2015521,0.92
2015536,0.00
2015637,0.00
2015642,0.00
2015774,0.75
2015780,0.00
2015882,0.00
2015887,0.00
2015900,0.00
2015955,0.00
2015966,0.00
2016135,0.00
2016291,0.00
2016306,0.00
2016378,0.00
2016419,0.00
2016461,0.00
2016649,0.00
2016838,0.00
2016871,0.00
2016905,0.00
2017038,0.00
2017045,0.00
2017207,0.00
2017226,0.00
2017286,0.00
2017307,0.00
2017343,0.00
2017396,0.00
2017454,0.00
2017481,0.00
2017504,0.83
2017578,0.00
2017623,0.00
2017693,0.00
2017809,0.00
2017866,0.00
2018086,0.00
2018133,0.00
2018445,0.00
2018447,0.00
2018528,0.00
2018592,0.00
2018631,0.86
2018639,0.00
2018703,0.00
2018870,0.00
2018924,0.00
2018939,0.00
2018946,1.00
2018982,0.00
2019334,1.00
2019356,0.00
2019402,0.00
2019439,0.00
2019510,0.00
2019563,0.00
2019602,0.00
2019639,0.00
2019662,0.00
2019795,0.00
2019927,0.00
2020171,0.00
2020218,0.00
2020221,0.00
2020232,0.00
2020257,0.00
2020327,0.00
2020419,0.71
2020431,0.00
2020457,0.00
2020574,0.00
2020606,0.00
2020827,0.00
2020967,0.00
2020982,0.00
2020985,0.00
2020999,0.50
2021032,0.00
2021098,0.00
2021214,0.00
2021277,0.00
2021300,0.00
2021327,0.00
2021495,0.00
2021606,0.00
2021649,0.00
