Annotation ID,Vis Face Ratio
2167535,0.00
2167558,0.00
2167592,0.00
2167723,0.00
2167773,0.00
2167779,1.00
2167826,0.00
2167848,1.00
2167854,0.00
2176938,1.00
2190865,1.00
2190971,1.00
2191032,1.00
2191212,1.00
2191272,1.00
2191356,1.00
2198178,1.00
2198255,1.00
2198259,0.00
2198366,0.00
2198373,1.00
2198391,0.80
2198515,1.00
2198520,0.00
2198649,0.00
2203760,1.00
2203889,1.00
2203907,1.00
2204394,1.00
2204417,0.00
2204419,0.00
2204423,1.00
2204518,1.00
2204524,1.00
2204529,1.00
2204595,1.00
2204616,1.00
2204708,0.00
2204758,0.00
2204822,1.00
2204852,1.00
2204904,0.00
2204936,1.00
2205120,1.00
2205135,0.00
2205185,0.00
2205199,0.00
2205346,0.00
2205373,1.00
2205384,1.00
2205412,1.00
2205471,0.00
2205481,0.00
2205551,0.00
2205566,1.00
2205690,1.00
2205834,0.00
2205920,1.00
2205936,0.67
2206002,0.00
2206047,0.00
2206055,1.00
2206082,1.00
2206123,1.00
2206124,1.00
2206158,1.00
2206208,1.00
2206233,1.00
2206239,0.00
2206258,0.00
2206289,1.00
2206335,0.00
2206362,0.00
2206365,1.00
2206384,0.00
2206401,1.00
2206546,1.00
2206561,1.00
2206599,0.00
2206618,0.00
2206628,1.00
2206647,1.00
2206806,0.00
2206809,0.00
2206877,0.00
2206884,1.00
2206978,1.00
2207051,0.00
2207206,0.00
2207210,0.75
2207237,0.00
2207251,0.00
2207269,0.00
2207277,0.00
2207291,0.00
2207332,0.00
2207337,0.00
2207382,0.00
2207387,0.00
2207483,1.00
2207566,0.00
2207575,0.00
2207584,1.00
2207652,0.00
2207674,0.00
2207903,0.00
2207917,0.00
2208003,1.00
2208070,0.00
2208155,0.00
2208177,0.00
2208182,0.00
2208201,0.00
2228881,1.00
2229209,0.00
2229282,0.00
2229326,0.00
2229345,1.00
2229367,1.00
2229498,0.00
2229516,1.00
2229571,0.00
2229666,0.00
183015,1.00
183307,0.00
183351,1.00
183388,1.00
183489,1.00
183624,1.00
184224,0.00
184353,1.00
184636,1.00
184693,1.00
184943,1.00
184965,1.00
185227,1.00
185284,1.00
185377,1.00
185412,1.00
186183,1.00
186227,1.00
186508,1.00
186515,0.00
186686,1.00
186703,0.75
186720,1.00
186780,1.00
186991,1.00
186999,1.00
187004,1.00
187027,0.80
187080,1.00
187170,1.00
187402,1.00
187535,1.00
187576,1.00
187617,1.00
187721,1.00
187728,1.00
187791,1.00
187967,1.00
188185,1.00
188385,1.00
188539,1.00
188704,1.00
188736,0.75
188738,1.00
188949,0.00
188959,1.00
189172,0.00
189285,1.00
189397,1.00
189446,0.00
189794,0.00
190038,1.00
190543,0.00
190610,1.00
190817,0.00
190833,1.00
191040,1.00
191252,0.00
191317,0.75
191512,1.00
191545,1.00
191572,1.00
191629,1.00
191837,1.00
191854,1.00
192157,1.00
192369,1.00
192431,0.80
192635,1.00
192682,1.00
192874,0.80
192891,1.00
193045,0.00
193173,1.00
193194,0.00
193290,0.00
193335,0.00
193386,1.00
193397,0.00
193649,1.00
193820,1.00
193825,0.75
193989,1.00
194116,1.00
194146,1.00
194242,1.00
194518,1.00
194859,0.00
195126,0.00
195409,1.00
195578,0.50
195716,1.00
195717,1.00
195719,0.00
196049,1.00
196086,1.00
196453,1.00
196689,0.00
196822,1.00
196963,1.00
197039,0.00
197105,1.00
197665,1.00
198287,0.80
198363,1.00
198438,1.00
198484,1.00
198554,1.00
198648,0.00
198684,1.00
198773,1.00
198993,1.00
199074,1.00
199142,0.80
199747,1.00
199749,1.00
199854,1.00
199899,1.00
200091,1.00
200177,0.00
200307,1.00
200315,0.00
200584,0.00
200755,1.00
200855,0.80
200892,0.00
200973,0.00
201086,1.00
201109,1.00
201617,0.67
201896,1.00
201897,0.00
201903,1.00
201950,1.00
202012,0.80
202405,0.80
202442,1.00
202616,1.00
202626,1.00
202641,1.00
202642,1.00
202794,0.00
202973,1.00
203267,0.00
203348,1.00
203464,1.00
203616,1.00
203779,1.00
203824,1.00
203970,1.00
204059,1.00
204386,1.00
204426,1.00
204447,1.00
204464,1.00
204532,1.00
204879,0.00
204989,1.00
205009,1.00
205078,1.00
205724,1.00
206016,1.00
206264,1.00
206322,0.50
206558,1.00
206652,1.00
206729,1.00
206811,0.00
207206,1.00
207305,1.00
207389,1.00
207395,1.00
207770,1.00
208200,0.00
208233,1.00
208357,0.00
208573,1.00
208621,1.00
208934,0.80
209366,0.00
209369,0.60
209443,1.00
209654,0.00
209676,1.00
209851,1.00
210164,1.00
210229,1.00
210362,1.00
210486,1.00
211037,1.00
211206,1.00
211446,0.00
211465,1.00
211552,1.00
211617,1.00
211967,1.00
212242,0.75
212374,1.00
212729,1.00
212939,1.00
213247,0.00
213496,1.00
213705,1.00
213751,1.00
214024,1.00
214348,0.00
214406,0.00
214520,0.00
214562,0.00
214598,1.00
214877,1.00
215087,0.00
215115,1.00
215135,1.00
215667,0.80
215726,1.00
215774,1.00
215877,1.00
216290,1.00
216375,1.00
216576,1.00
216648,0.00
216741,1.00
216878,1.00
217028,0.80
217231,1.00
217316,1.00
217442,1.00
217738,1.00
218098,0.00
218113,1.00
218633,0.00
218695,0.00
218788,1.00
218948,1.00
219293,1.00
219320,1.00
219619,1.00
219854,0.00
219921,1.00
220215,0.25
220262,0.00
220283,1.00
220326,1.00
220391,1.00
220789,1.00
221295,1.00
221419,1.00
221542,1.00
221666,0.50
221689,1.00
221815,0.00
222033,1.00
222126,0.00
222537,0.00
222645,1.00
223052,0.00
223103,0.00
223136,1.00
223245,1.00
223351,1.00
223668,1.00
223890,1.00
224500,1.00
224547,0.00
225216,1.00
225273,1.00
225385,1.00
225682,1.00
225807,1.00
225862,1.00
225930,1.00
225947,0.67
226136,1.00
226316,1.00
226464,1.00
226474,1.00
226852,0.00
227063,1.00
227465,0.00
227836,1.00
228327,0.00
228572,1.00
228683,1.00
229227,0.00
229840,0.00
229972,0.00
229987,0.80
230306,0.00
230449,1.00
230597,1.00
230833,0.00
231031,1.00
231390,1.00
231478,0.00
231813,1.00
232132,0.80
232162,1.00
232188,0.00
233052,1.00
233053,0.00
233486,1.00
233916,1.00
234062,1.00
234111,1.00
234231,0.00
234704,1.00
235173,1.00
236111,0.00
236461,1.00
236531,1.00
237538,1.00
237827,0.00
237934,1.00
238452,0.00
238629,1.00
239086,0.00
240144,0.00
240459,0.00
240607,0.00
240702,0.00
251682,1.00
252286,1.00
252887,1.00
252921,0.00
252945,0.00
253053,1.00
253092,1.00
253133,1.00
253307,1.00
254256,1.00
254425,0.33
254451,0.00
255436,1.00
255476,1.00
255995,0.00
256298,1.00
256752,0.00
257257,0.00
258349,1.00
258367,0.00
258961,1.00
259545,0.00
259822,1.00
261742,1.00
263091,1.00
263536,0.00
263996,0.00
264033,0.67
264283,1.00
264704,0.75
264892,0.00
265345,0.00
265528,0.00
265623,1.00
265659,1.00
265674,0.33
266303,1.00
266330,0.00
266452,0.00
421061,1.00
421226,1.00
421228,1.00
421244,1.00
421339,0.75
421375,1.00
421407,1.00
421426,1.00
421466,1.00
421493,1.00
421521,0.50
421661,0.00
421845,1.00
421881,1.00
421913,1.00
422112,1.00
422310,1.00
422352,1.00
422474,1.00
422479,0.00
422542,1.00
422558,1.00
422735,0.00
422737,1.00
422852,0.50
422903,0.00
422925,0.00
422975,0.00
423119,1.00
423190,1.00
423236,0.00
423279,0.80
423332,1.00
423383,1.00
423566,0.00
423681,1.00
423682,0.67
423762,1.00
423809,1.00
423878,1.00
423958,1.00
424037,1.00
424047,0.00
424083,1.00
424158,1.00
424182,1.00
424286,1.00
424311,1.00
424386,0.00
424414,1.00
424592,1.00
424637,0.50
424685,0.80
424715,1.00
424718,1.00
424731,1.00
424782,1.00
424812,0.00
424838,1.00
425057,1.00
425115,1.00
425177,1.00
425227,1.00
425255,1.00
425355,0.00
425528,1.00
425620,0.00
425716,0.00
425740,1.00
425870,1.00
425874,1.00
425941,1.00
425943,1.00
425983,0.00
426005,1.00
426024,1.00
426161,1.00
426221,1.00
426269,0.00
426318,1.00
426341,1.00
426404,0.00
426406,0.33
426451,1.00
426563,1.00
426670,1.00
426737,0.33
426796,0.00
426816,1.00
426878,1.00
426892,1.00
426913,1.00
426978,0.33
427098,1.00
427319,1.00
427427,1.00
427864,1.00
427909,1.00
428013,0.00
428127,1.00
428186,1.00
428198,1.00
428237,1.00
428240,0.00
428325,1.00
428344,1.00
428371,1.00
428533,1.00
428622,1.00
428646,1.00
428687,1.00
428721,0.00
428767,1.00
428795,1.00
428921,1.00
429067,1.00
429072,1.00
429094,0.00
429159,1.00
429359,0.00
429368,0.00
429483,1.00
429544,1.00
429564,1.00
429657,1.00
429763,1.00
429900,1.00
429947,1.00
430026,1.00
430037,1.00
430086,1.00
430136,1.00
430342,1.00
430484,1.00
430750,1.00
430757,1.00
430763,0.00
430817,0.00
430819,1.00
430832,0.00
430861,1.00
430952,1.00
430973,1.00
431000,1.00
431018,1.00
431102,1.00
431128,1.00
431315,0.00
431316,1.00
431322,0.00
431348,1.00
431355,0.00
431412,1.00
431419,0.80
431530,1.00
431597,1.00
431600,1.00
431644,0.00
431781,0.00
431838,0.50
431892,1.00
431939,0.00
432041,0.80
432085,1.00
432151,1.00
432208,1.00
432210,1.00
432255,1.00
432332,0.00
432382,1.00
432438,1.00
432594,1.00
432807,1.00
432948,1.00
432969,1.00
433217,0.00
433251,1.00
433319,1.00
433331,1.00
433393,1.00
433438,1.00
433449,1.00
433508,1.00
433558,0.75
433572,1.00
433725,1.00
433815,1.00
433944,1.00
434095,1.00
434097,0.80
434175,1.00
434322,1.00
434349,1.00
434434,1.00
434472,1.00
434492,1.00
434565,0.00
434805,1.00
435063,0.67
435065,1.00
435067,1.00
435070,1.00
435121,1.00
435165,1.00
435340,0.00
435369,0.00
435414,1.00
435425,0.00
435498,1.00
435660,0.00
435678,1.00
435740,0.00
435872,1.00
436231,1.00
436242,0.00
436260,1.00
436273,1.00
436429,0.00
436458,1.00
436499,1.00
436588,1.00
436611,1.00
436637,1.00
436758,0.00
436814,1.00
436815,1.00
436842,1.00
436874,1.00
436889,1.00
436893,0.00
437263,1.00
437329,1.00
437350,1.00
437579,1.00
437674,1.00
437703,1.00
437744,0.00
437963,1.00
437997,1.00
438020,1.00
438024,1.00
438040,0.00
438121,1.00
438129,1.00
438243,1.00
438264,0.00
438431,1.00
438439,0.00
438485,1.00
438609,1.00
438653,1.00
438660,1.00
438694,1.00
438720,1.00
438731,1.00
438736,1.00
438795,1.00
438797,1.00
438822,1.00
438853,0.00
438886,1.00
438942,1.00
439032,1.00
439132,0.75
439201,1.00
439420,1.00
439458,1.00
439495,1.00
439522,0.00
439557,1.00
439666,1.00
439776,1.00
439829,1.00
439864,0.00
440031,1.00
440103,1.00
440150,1.00
440170,1.00
440176,1.00
440214,0.00
440235,1.00
440337,1.00
440578,0.00
440584,1.00
440585,1.00
440708,0.25
440845,1.00
440868,1.00
440913,0.00
441052,1.00
441105,1.00
441208,1.00
441217,1.00
441223,1.00
441270,1.00
441292,1.00
441456,1.00
441477,1.00
441496,1.00
441499,1.00
441536,1.00
441569,0.80
441651,1.00
441714,0.00
441742,0.00
441807,1.00
441881,1.00
441920,0.67
442011,1.00
442140,1.00
442172,1.00
442230,1.00
442337,1.00
442350,1.00
442358,0.00
442405,1.00
442429,1.00
442451,1.00
442470,0.00
442527,1.00
442534,1.00
442618,0.80
442657,1.00
442666,1.00
442692,1.00
442932,1.00
443014,1.00
443206,1.00
443237,1.00
443296,0.00
443332,1.00
443437,0.00
443483,1.00
443684,0.67
443777,1.00
443822,1.00
443956,1.00
444064,0.00
444182,1.00
444190,1.00
444246,0.00
444340,1.00
444380,1.00
444474,1.00
444535,1.00
444555,1.00
444639,0.50
444705,0.50
444710,1.00
444758,1.00
444836,1.00
445004,1.00
445069,1.00
445089,1.00
445104,1.00
445111,1.00
445181,1.00
445184,1.00
445286,1.00
445310,0.00
445337,1.00
445386,1.00
445443,1.00
445615,0.00
445635,0.80
445678,0.75
445740,1.00
445830,1.00
445856,1.00
446312,0.00
446389,1.00
446431,0.00
446471,1.00
446517,1.00
446523,1.00
446645,0.00
446649,1.00
446772,1.00
446863,1.00
446876,1.00
446913,0.00
447032,0.00
447104,1.00
447130,1.00
447151,0.80
447223,1.00
447630,1.00
447641,1.00
447785,0.00
447814,1.00
447888,0.67
447903,1.00
447932,1.00
447943,1.00
448085,1.00
448102,1.00
448213,0.00
448223,1.00
448330,0.50
448504,0.75
448611,1.00
448638,1.00
448685,0.80
448712,1.00
448732,1.00
448761,1.00
448912,1.00
448953,1.00
449144,1.00
449147,0.75
449291,1.00
449514,1.00
449717,0.00
449732,1.00
449769,1.00
449824,1.00
449825,1.00
449845,1.00
449992,0.00
450277,1.00
450418,1.00
450466,0.50
450498,1.00
450504,1.00
450507,0.00
450644,1.00
450749,1.00
450783,0.00
450844,0.50
450888,1.00
450953,1.00
450956,1.00
450983,1.00
451048,1.00
451170,1.00
451211,1.00
451214,1.00
451236,1.00
451341,1.00
451342,1.00
451439,1.00
451549,0.67
451574,1.00
451629,1.00
451694,1.00
451709,0.00
451792,1.00
451860,0.00
451871,1.00
451909,1.00
451944,1.00
452088,1.00
452091,1.00
452128,1.00
452161,1.00
452191,0.67
452198,1.00
452270,1.00
452276,0.00
452316,1.00
452369,0.00
452421,0.00
452453,1.00
452478,0.00
452539,1.00
452564,1.00
452612,1.00
452669,1.00
452742,1.00
452856,0.80
453009,0.50
453086,1.00
453156,1.00
453268,0.00
453276,1.00
453307,0.00
453318,1.00
453359,1.00
453416,1.00
453476,1.00
453489,1.00
453535,1.00
453539,1.00
453541,1.00
453555,1.00
453575,0.67
453586,1.00
453599,1.00
453618,1.00
453645,0.00
453699,1.00
453726,1.00
453829,0.00
453852,1.00
453867,1.00
453869,0.00
453928,1.00
454103,1.00
454147,1.00
454232,0.00
454273,1.00
454352,1.00
454414,0.00
454544,1.00
454554,0.60
454601,1.00
454606,0.00
454618,1.00
454646,0.50
454899,1.00
454928,1.00
454938,1.00
455003,1.00
455061,1.00
455148,1.00
455153,0.67
455224,1.00
455291,1.00
455305,1.00
455314,1.00
455342,1.00
455343,1.00
455350,0.00
455409,1.00
455446,1.00
455476,0.00
455526,0.00
455542,0.00
455600,1.00
455656,1.00
455674,1.00
455736,1.00
455793,1.00
455839,1.00
455857,1.00
455898,0.00
455942,0.00
455946,1.00
455971,1.00
456079,1.00
456124,1.00
456163,0.75
456200,1.00
456607,1.00
456614,0.00
456649,1.00
456753,1.00
456820,1.00
456835,0.00
456850,0.00
456860,1.00
456945,1.00
456993,0.33
457011,1.00
457042,1.00
457152,1.00
457181,1.00
457288,1.00
457413,1.00
457772,1.00
457780,1.00
458114,1.00
458122,1.00
458306,1.00
458323,1.00
458343,1.00
458524,0.75
458573,0.00
458599,0.00
458644,1.00
458711,1.00
458849,1.00
458863,1.00
458874,1.00
458939,1.00
459053,0.00
459081,0.00
459110,1.00
459126,1.00
459198,1.00
459201,0.75
459374,1.00
459391,0.00
459407,0.00
459475,1.00
459543,0.00
459558,1.00
459672,1.00
459745,1.00
459747,0.00
459805,1.00
459850,1.00
459882,1.00
459904,0.00
459933,0.00
459955,1.00
460077,0.00
460134,1.00
460149,1.00
460292,1.00
460601,1.00
460609,1.00
460848,1.00
461043,0.75
461086,1.00
461190,0.50
461262,0.00
461566,0.00
461741,1.00
461752,0.50
462037,0.00
462041,1.00
462047,1.00
462174,0.80
462365,0.00
462387,0.00
462495,1.00
462523,0.00
462579,1.00
462627,0.80
462710,1.00
462719,1.00
462771,1.00
462851,0.00
462891,0.67
462918,1.00
463005,1.00
463043,0.00
463087,1.00
463112,1.00
463160,1.00
463224,0.00
463277,1.00
463379,1.00
463394,1.00
463445,1.00
463687,1.00
463781,1.00
463863,1.00
463867,1.00
463879,1.00
464157,1.00
464229,1.00
464277,0.00
464288,1.00
464351,1.00
464477,1.00
464513,1.00
464560,0.00
464658,1.00
464704,1.00
464738,1.00
464915,0.00
464929,1.00
464962,1.00
465013,1.00
465049,1.00
465147,1.00
465164,1.00
465311,1.00
465342,1.00
465388,0.00
465408,0.75
465550,1.00
465588,0.00
465678,1.00
465716,0.00
465748,1.00
465809,1.00
465882,1.00
465933,1.00
465937,1.00
465981,1.00
466019,1.00
466234,1.00
466381,1.00
466420,0.25
466560,1.00
466697,1.00
466706,1.00
466825,1.00
466858,1.00
466970,1.00
466996,1.00
467048,1.00
467091,1.00
467201,0.00
467225,1.00
467270,1.00
467454,0.67
467511,1.00
467535,1.00
467597,1.00
467773,0.00
467775,0.00
467833,1.00
467846,1.00
467853,1.00
467885,1.00
467933,1.00
468162,1.00
468314,1.00
468421,1.00
468475,0.00
468487,0.00
468498,1.00
468511,0.00
468548,1.00
468598,1.00
468707,1.00
468768,0.00
468916,1.00
469030,1.00
469179,1.00
469234,1.00
469276,1.00
469298,1.00
469300,1.00
469420,1.00
469551,1.00
469693,1.00
469747,1.00
469759,1.00
469788,1.00
469799,0.67
469866,1.00
470035,1.00
470078,1.00
470246,1.00
470277,0.00
470303,1.00
470315,1.00
470348,1.00
470359,1.00
470425,1.00
470515,0.00
470658,1.00
470719,1.00
470952,0.00
470954,1.00
471109,0.67
471117,1.00
471125,0.00
471156,0.80
471337,1.00
471359,1.00
471383,0.00
471665,1.00
471672,1.00
471715,0.00
471739,1.00
471782,1.00
471836,1.00
471939,1.00
472008,1.00
472295,1.00
472306,0.75
472312,1.00
472377,1.00
472425,1.00
472436,0.00
472745,1.00
472780,0.00
472821,1.00
472846,1.00
472882,1.00
472908,1.00
473014,0.00
473089,1.00
473109,1.00
473167,0.75
473351,1.00
473411,1.00
473581,1.00
473588,0.00
473602,0.00
473627,1.00
473690,1.00
473784,0.00
474051,0.80
474075,1.00
474396,1.00
474415,1.00
474455,0.75
474456,1.00
474460,0.00
474572,1.00
474664,1.00
474773,1.00
474783,0.80
474791,1.00
474809,0.00
474932,1.00
474955,1.00
474982,1.00
475032,1.00
475426,1.00
475449,1.00
475549,1.00
475560,1.00
475659,1.00
475669,1.00
475677,0.00
475721,0.75
475858,0.00
475864,1.00
475927,1.00
475954,1.00
475997,1.00
476393,1.00
476463,1.00
476506,1.00
476522,1.00
476608,1.00
476687,1.00
476788,1.00
476801,1.00
476871,1.00
476934,1.00
477080,1.00
477127,1.00
477266,1.00
477323,1.00
477329,1.00
477331,1.00
477351,1.00
477484,1.00
477702,1.00
477846,1.00
477900,1.00
477982,1.00
477991,1.00
478050,1.00
478064,0.00
478091,1.00
478129,1.00
478134,1.00
478208,1.00
478330,1.00
478352,1.00
478396,0.00
478420,0.00
478422,0.00
478648,1.00
478657,0.00
478712,1.00
478719,0.80
478771,1.00
478819,1.00
478857,0.00
478889,0.75
479190,1.00
479208,1.00
479267,1.00
479318,1.00
479348,1.00
479364,1.00
479622,1.00
479636,1.00
479678,1.00
479740,1.00
479854,0.80
479879,0.00
479951,1.00
479980,1.00
480145,0.75
480193,1.00
480201,1.00
480290,1.00
480303,1.00
480382,0.00
480416,1.00
480443,0.00
480501,1.00
480784,1.00
480971,1.00
481074,1.00
481162,1.00
481215,1.00
481419,1.00
481556,1.00
481731,0.00
481816,1.00
481868,0.80
481951,1.00
481982,0.00
482205,1.00
482209,0.75
482279,1.00
482345,1.00
482475,1.00
482522,1.00
482525,1.00
482777,1.00
482794,1.00
482829,1.00
482921,0.00
483138,1.00
483298,0.00
483336,0.00
483546,1.00
483678,1.00
483690,1.00
483691,1.00
483935,0.80
483969,1.00
484064,1.00
484147,1.00
484187,1.00
484195,1.00
484240,0.00
484265,1.00
484299,1.00
484484,1.00
484489,1.00
484504,0.75
484587,1.00
484694,1.00
484699,1.00
484730,1.00
484785,1.00
484873,0.00
484905,0.50
484969,0.75
485012,0.00
485096,1.00
485270,0.00
485372,0.00
485453,1.00
485472,1.00
485492,1.00
485505,1.00
485545,1.00
485611,0.00
485693,1.00
485694,1.00
485713,0.00
485777,1.00
485799,0.50
485849,1.00
486008,0.00
486138,0.00
486145,1.00
486294,1.00
486404,0.00
486423,1.00
486491,1.00
486554,1.00
486565,1.00
486599,1.00
486608,1.00
486698,0.80
486759,1.00
486767,1.00
486811,1.00
486814,0.00
486846,0.67
486854,1.00
486880,1.00
487028,1.00
487088,1.00
487096,1.00
487168,0.00
487231,1.00
487487,1.00
487680,1.00
487830,1.00
487851,1.00
487920,0.00
487956,1.00
488026,1.00
488152,1.00
488272,1.00
488520,0.75
488572,1.00
488667,1.00
488754,1.00
488781,0.00
488919,1.00
488996,1.00
489045,1.00
489167,1.00
489301,1.00
489354,1.00
489705,1.00
489912,0.00
489951,1.00
490002,1.00
490121,0.80
490145,0.00
490315,0.00
490358,1.00
490409,0.80
490757,0.00
490761,1.00
490773,1.00
490944,1.00
491040,1.00
491131,1.00
491258,0.00
491371,1.00
491386,1.00
491502,1.00
491512,0.50
491589,0.00
491606,0.00
491671,1.00
491684,1.00
491729,0.75
491980,1.00
491986,0.75
492119,1.00
492366,1.00
492519,1.00
492535,1.00
492553,1.00
492588,0.00
492637,1.00
492655,0.00
492672,0.00
492724,1.00
492773,1.00
492866,1.00
492874,1.00
492902,1.00
492974,1.00
493037,1.00
493087,0.50
493104,0.80
493162,0.00
493165,1.00
493175,0.00
493242,1.00
493345,1.00
493360,1.00
493373,1.00
493435,1.00
493517,1.00
493526,1.00
493545,1.00
493630,1.00
493738,1.00
493786,1.00
493834,0.75
493872,1.00
493982,0.00
494024,1.00
494076,1.00
494219,1.00
494224,1.00
494304,0.00
494462,0.00
494723,0.00
494801,0.00
494876,1.00
494935,1.00
494938,1.00
494965,1.00
495053,1.00
495100,1.00
495136,1.00
495187,1.00
495225,0.00
495280,0.00
495346,1.00
495353,1.00
495425,1.00
495461,1.00
495582,1.00
495679,1.00
495840,0.75
495948,1.00
496005,1.00
496101,0.67
496118,0.00
496119,1.00
496163,1.00
496184,1.00
496271,1.00
496296,0.00
496375,1.00
496399,1.00
496482,1.00
496617,0.00
496795,1.00
497011,0.00
497039,1.00
497182,0.80
497229,0.00
497343,1.00
497384,1.00
497488,1.00
497530,1.00
497534,1.00
497566,1.00
498178,0.00
498272,1.00
498314,0.00
498319,1.00
498455,0.00
498474,0.00
498593,0.00
498602,1.00
498785,0.00
498790,1.00
499060,1.00
499075,1.00
499364,1.00
499381,0.80
499414,1.00
499436,0.00
499453,1.00
499483,1.00
499623,1.00
499726,1.00
499852,1.00
499995,1.00
500044,1.00
500448,1.00
500480,1.00
500647,1.00
500689,1.00
500701,1.00
500761,1.00
500809,1.00
500861,1.00
500883,1.00
500960,0.67
501289,1.00
501377,1.00
501498,1.00
501564,0.67
501569,0.33
501595,1.00
501612,1.00
501745,0.00
501816,1.00
501862,1.00
501865,1.00
502211,1.00
502414,1.00
502462,1.00
502734,1.00
502812,0.00
502894,0.00
502929,1.00
503123,1.00
503304,0.00
503318,1.00
503322,0.00
503369,1.00
503532,1.00
503658,0.75
503659,1.00
503702,0.00
503706,1.00
503733,1.00
503766,1.00
503839,1.00
503857,1.00
503860,1.00
503919,1.00
503980,1.00
504093,1.00
504105,1.00
504130,1.00
504317,0.00
504387,1.00
504463,1.00
504564,1.00
504608,1.00
504736,1.00
504748,1.00
504966,0.00
504995,1.00
505009,0.80
505215,1.00
505241,1.00
505346,0.80
505531,0.00
505537,1.00
505538,1.00
505624,1.00
505709,1.00
505712,1.00
505806,0.00
505820,0.00
505925,1.00
506050,1.00
506104,1.00
506194,1.00
506239,0.00
506308,1.00
506440,1.00
506571,1.00
506616,1.00
506698,1.00
506708,0.67
506866,0.00
506886,1.00
507054,1.00
507114,0.00
507184,1.00
507310,1.00
507412,1.00
507446,1.00
507461,1.00
507527,0.75
507668,1.00
507924,1.00
508012,0.75
508032,0.67
508107,0.00
508167,1.00
508368,1.00
508453,0.00
508532,1.00
508659,1.00
508811,1.00
509031,1.00
509204,1.00
509217,0.00
509221,1.00
509312,1.00
509605,1.00
509627,1.00
509676,1.00
509775,1.00
509856,1.00
509942,1.00
509986,0.00
510271,0.00
510350,0.00
510366,0.00
510414,1.00
510427,0.00
510761,1.00
510784,1.00
510887,0.00
510918,0.00
510992,0.00
511034,1.00
511183,0.75
511212,1.00
511263,0.00
511313,0.00
511332,1.00
511385,1.00
511488,0.00
511592,1.00
511671,0.00
511785,0.75
511927,1.00
511962,0.00
511970,1.00
511997,0.00
512068,1.00
512138,0.00
512427,0.67
512485,0.50
512500,1.00
512519,1.00
512554,0.00
512561,1.00
512563,0.00
512618,1.00
512647,1.00
512708,1.00
512795,0.80
512864,1.00
512931,0.00
513080,1.00
513086,1.00
513114,1.00
513181,1.00
513313,0.00
513573,0.00
513596,0.00
513645,0.00
513667,1.00
513786,0.00
513881,1.00
514035,1.00
514084,1.00
514136,1.00
514212,1.00
514253,1.00
514495,0.00
514507,1.00
514523,1.00
514594,0.00
514629,1.00
514635,1.00
514792,1.00
514879,1.00
514977,1.00
515036,1.00
515112,1.00
515124,0.33
515125,1.00
515208,0.67
515275,0.00
515359,1.00
515441,0.80
515854,0.50
515865,1.00
516113,1.00
516492,1.00
516635,1.00
516754,0.00
517014,1.00
517034,1.00
517075,0.00
517096,1.00
517106,0.00
517286,1.00
517299,0.00
517366,0.00
517570,1.00
517589,1.00
517781,1.00
517798,0.00
517872,1.00
517939,1.00
517959,1.00
518005,1.00
518079,0.75
518188,0.67
518227,1.00
518237,1.00
518379,1.00
518401,1.00
518431,0.00
518494,0.00
518530,1.00
518539,0.00
518549,1.00
518632,1.00
518723,1.00
518729,1.00
518799,1.00
519041,0.00
519102,0.00
519184,1.00
519247,0.00
519284,1.00
519295,0.00
519306,1.00
519568,1.00
519692,1.00
519797,1.00
519852,1.00
520141,1.00
520174,1.00
520212,0.00
520379,1.00
520727,1.00
520758,1.00
520813,0.00
520819,0.67
520824,1.00
520851,1.00
520853,1.00
520858,0.67
520884,0.00
520945,0.00
520965,0.00
521132,1.00
521145,1.00
521174,1.00
521280,1.00
521297,0.00
521331,1.00
521600,1.00
521686,1.00
521964,1.00
522276,0.00
522398,0.00
522405,0.00
522408,1.00
522520,1.00
522558,1.00
522584,0.00
522699,1.00
522782,0.00
522866,0.00
522948,1.00
523023,1.00
523068,0.00
523074,0.00
523087,0.25
523362,0.00
523527,0.50
523552,1.00
523566,1.00
523606,0.00
523672,1.00
523686,0.00
523778,1.00
523793,0.00
523807,0.00
523890,1.00
523902,0.00
523951,1.00
523968,0.00
523982,1.00
524171,1.00
524201,1.00
524319,0.00
524350,1.00
524718,0.00
524800,0.00
524817,1.00
524853,1.00
524969,1.00
525059,1.00
525172,0.00
525193,1.00
525293,0.80
525470,1.00
525708,1.00
526391,0.00
526484,0.00
526665,0.00
526666,1.00
526724,0.00
526925,0.00
526990,1.00
527344,0.00
527369,0.00
527541,1.00
527784,0.00
527861,1.00
527863,1.00
528018,0.00
528067,0.00
528151,1.00
528224,0.00
528758,0.67
528763,0.80
528791,0.50
528839,0.67
528859,1.00
528870,1.00
528943,0.00
529006,0.00
529048,0.00
529152,0.00
529221,0.00
529650,1.00
529670,1.00
529740,1.00
529814,0.00
530119,1.00
530295,0.00
530339,0.00
530342,1.00
530516,1.00
530518,1.00
530649,0.00
530762,1.00
530891,1.00
531071,0.00
531150,1.00
531200,0.80
531247,1.00
531252,1.00
531326,0.00
531392,1.00
531434,1.00
531507,1.00
531531,0.00
531541,1.00
531556,1.00
531582,0.00
532116,0.75
532183,1.00
532290,0.00
532312,1.00
532523,0.00
532553,1.00
532556,0.00
532695,1.00
532965,0.00
533126,0.00
533190,0.00
533209,1.00
533382,0.00
533506,0.00
533565,1.00
533596,0.00
533782,1.00
534251,1.00
534354,0.00
534392,0.00
534464,1.00
534610,0.00
